Current, Voltage, Seconds
1.10003,3.74981,06/16/2017 17:57:12.860276100
1.10003,3.74986,06/16/2017 17:57:13.859720640
1.10003,3.74991,06/16/2017 17:57:14.859179360
1.10003,3.74995,06/16/2017 17:57:15.858911400
1.10003,3.75,06/16/2017 17:57:16.858337340
1.10003,3.75005,06/16/2017 17:57:17.857756040
1.10003,3.75009,06/16/2017 17:57:18.857171140
1.10003,3.75014,06/16/2017 17:57:19.856585460
1.10003,3.75019,06/16/2017 17:57:20.856050440
1.10003,3.75024,06/16/2017 17:57:21.855472220
1.10003,3.75029,06/16/2017 17:57:22.854899000
1.10003,3.75034,06/16/2017 17:57:23.854313500
1.10003,3.75039,06/16/2017 17:57:24.853727840
1.10003,3.75043,06/16/2017 17:57:25.853162980
1.10003,3.75048,06/16/2017 17:57:26.852605380
1.10003,3.75053,06/16/2017 17:57:27.852040140
1.10003,3.75058,06/16/2017 17:57:28.851491920
1.10003,3.75062,06/16/2017 17:57:29.850899540
1.10003,3.75067,06/16/2017 17:57:30.850339800
1.10003,3.75071,06/16/2017 17:57:31.849752860
1.10003,3.75076,06/16/2017 17:57:32.849192680
1.10003,3.75081,06/16/2017 17:57:33.848630380
1.10003,3.75086,06/16/2017 17:57:34.848075360
1.10003,3.75091,06/16/2017 17:57:35.847506300
1.10003,3.75095,06/16/2017 17:57:36.846974160
1.10003,3.751,06/16/2017 17:57:37.846386660
1.10004,3.75105,06/16/2017 17:57:38.845833340
1.10003,3.7511,06/16/2017 17:57:39.845284060
1.10003,3.75114,06/16/2017 17:57:40.844739520
1.10003,3.75119,06/16/2017 17:57:41.844173920
1.10003,3.75124,06/16/2017 17:57:42.843596180
1.10003,3.75129,06/16/2017 17:57:43.843004660
1.10003,3.75133,06/16/2017 17:57:44.842417760
1.10003,3.75138,06/16/2017 17:57:45.841871580
1.10003,3.75143,06/16/2017 17:57:46.841322600
1.10003,3.75148,06/16/2017 17:57:47.840758820
1.10003,3.75152,06/16/2017 17:57:48.840166860
1.10003,3.75157,06/16/2017 17:57:49.839580660
1.10003,3.75162,06/16/2017 17:57:50.838983180
1.10003,3.75167,06/16/2017 17:57:51.838412820
1.10003,3.75171,06/16/2017 17:57:52.837894900
1.10003,3.75176,06/16/2017 17:57:53.837357940
1.10003,3.75181,06/16/2017 17:57:54.836784720
1.10003,3.75185,06/16/2017 17:57:55.836226040
1.10003,3.75191,06/16/2017 17:57:56.835644740
1.10003,3.75195,06/16/2017 17:57:57.835089300
1.10003,3.75199,06/16/2017 17:57:58.834539300
1.10003,3.75205,06/16/2017 17:57:59.833962900
1.10003,3.75209,06/16/2017 17:58:00.833370740
1.10003,3.75214,06/16/2017 17:58:01.832770640
1.10003,3.75218,06/16/2017 17:58:02.832177580
1.10003,3.75223,06/16/2017 17:58:03.831634280
1.10003,3.75227,06/16/2017 17:58:04.831067120
1.10003,3.75233,06/16/2017 17:58:05.830472540
1.10003,3.75238,06/16/2017 17:58:06.829917180
1.10003,3.75243,06/16/2017 17:58:07.829331700
1.10003,3.75248,06/16/2017 17:58:08.828734960
1.10003,3.75252,06/16/2017 17:58:09.828223520
1.10003,3.75256,06/16/2017 17:58:10.827663420
1.10003,3.75261,06/16/2017 17:58:11.827097160
1.10003,3.75266,06/16/2017 17:58:12.826520740
1.10003,3.75271,06/16/2017 17:58:13.825941960
1.10003,3.75276,06/16/2017 17:58:14.825365240
1.10003,3.75281,06/16/2017 17:58:15.824779600
1.10003,3.75285,06/16/2017 17:58:16.824213540
1.10003,3.7529,06/16/2017 17:58:17.823634400
1.10003,3.75295,06/16/2017 17:58:18.823054520
1.10003,3.753,06/16/2017 17:58:19.822470300
1.10003,3.75304,06/16/2017 17:58:20.821923440
1.10003,3.75309,06/16/2017 17:58:21.821310240
1.10003,3.75314,06/16/2017 17:58:22.820774200
1.10003,3.75318,06/16/2017 17:58:23.820214000
1.10003,3.75323,06/16/2017 17:58:24.819636380
1.10003,3.75327,06/16/2017 17:58:25.819092540
1.10003,3.75332,06/16/2017 17:58:26.818539880
1.10003,3.75337,06/16/2017 17:58:27.817943840
1.10003,3.75341,06/16/2017 17:58:28.817399200
1.10003,3.75347,06/16/2017 17:58:29.816824640
1.10003,3.75351,06/16/2017 17:58:30.816265720
1.10003,3.75356,06/16/2017 17:58:31.815701940
1.10003,3.7536,06/16/2017 17:58:32.815108960
1.10003,3.75366,06/16/2017 17:58:33.814500200
1.10003,3.7537,06/16/2017 17:58:34.813948160
1.10003,3.75375,06/16/2017 17:58:35.813391640
1.10003,3.75379,06/16/2017 17:58:36.812848680
1.10003,3.75384,06/16/2017 17:58:37.812268740
1.10003,3.75389,06/16/2017 17:58:38.811678940
1.10003,3.75394,06/16/2017 17:58:39.811072680
1.10003,3.75398,06/16/2017 17:58:40.810575180
1.10003,3.75403,06/16/2017 17:58:41.810006860
1.10003,3.75408,06/16/2017 17:58:42.809502440
1.10003,3.75413,06/16/2017 17:58:43.808918860
1.10003,3.75417,06/16/2017 17:58:44.808338800
1.10003,3.75422,06/16/2017 17:58:45.807755100
1.10003,3.75427,06/16/2017 17:58:46.807167660
1.10003,3.75431,06/16/2017 17:58:47.806600580
1.10003,3.75436,06/16/2017 17:58:48.806032860
1.10003,3.7544,06/16/2017 17:58:49.805457560
1.10003,3.75446,06/16/2017 17:58:50.804897800
1.10003,3.75451,06/16/2017 17:58:51.804314060
1.10003,3.75455,06/16/2017 17:58:52.803818660
1.10003,3.7546,06/16/2017 17:58:53.803292920
1.10003,3.75465,06/16/2017 17:58:54.802702800
1.10003,3.75469,06/16/2017 17:58:55.802105700
1.10003,3.75474,06/16/2017 17:58:56.801517240
1.10003,3.75478,06/16/2017 17:58:57.800933720
1.10003,3.75483,06/16/2017 17:58:58.800367180
1.10003,3.75488,06/16/2017 17:58:59.799822960
1.10003,3.75492,06/16/2017 17:59:00.799297780
1.10003,3.75497,06/16/2017 17:59:01.798725100
1.10003,3.75502,06/16/2017 17:59:02.798154080
1.10003,3.75508,06/16/2017 17:59:03.797567560
1.10003,3.75512,06/16/2017 17:59:04.796988700
1.10003,3.75517,06/16/2017 17:59:05.796387380
1.10003,3.75521,06/16/2017 17:59:06.795833740
1.10003,3.75526,06/16/2017 17:59:07.795262920
1.10003,3.75531,06/16/2017 17:59:08.794694520
1.10003,3.75536,06/16/2017 17:59:09.794152260
1.10003,3.7554,06/16/2017 17:59:10.793585260
1.10003,3.75545,06/16/2017 17:59:11.792989680
1.10003,3.75549,06/16/2017 17:59:12.792431380
1.10003,3.75554,06/16/2017 17:59:13.791869880
1.10003,3.75559,06/16/2017 17:59:14.791309300
1.10003,3.75563,06/16/2017 17:59:15.790793940
1.10003,3.75569,06/16/2017 17:59:16.790219620
1.10003,3.75573,06/16/2017 17:59:17.789648220
1.10003,3.75578,06/16/2017 17:59:18.789122220
1.10003,3.75584,06/16/2017 17:59:19.788589580
1.10003,3.75587,06/16/2017 17:59:20.788059020
1.10003,3.75593,06/16/2017 17:59:21.787561900
1.10003,3.75597,06/16/2017 17:59:22.787000260
1.10003,3.75602,06/16/2017 17:59:23.786425280
1.10003,3.75607,06/16/2017 17:59:24.785882140
1.10003,3.75611,06/16/2017 17:59:25.785323920
1.10003,3.75616,06/16/2017 17:59:26.784789400
1.10003,3.75621,06/16/2017 17:59:27.784202540
1.10003,3.75625,06/16/2017 17:59:28.783632340
1.10003,3.75631,06/16/2017 17:59:29.783040300
1.10003,3.75635,06/16/2017 17:59:30.782445240
1.10003,3.7564,06/16/2017 17:59:31.781864200
1.10003,3.75644,06/16/2017 17:59:32.781371160
1.10003,3.7565,06/16/2017 17:59:33.780788580
1.10003,3.75654,06/16/2017 17:59:34.780210880
1.10003,3.75659,06/16/2017 17:59:35.779622160
1.10003,3.75664,06/16/2017 17:59:36.779031160
1.10003,3.75668,06/16/2017 17:59:37.778465380
1.10003,3.75673,06/16/2017 17:59:38.777907440
1.10003,3.75678,06/16/2017 17:59:39.777334020
1.10003,3.75682,06/16/2017 17:59:40.776744960
1.10003,3.75688,06/16/2017 17:59:41.776142360
1.10003,3.75692,06/16/2017 17:59:42.775558880
1.10003,3.75697,06/16/2017 17:59:43.774995820
1.10003,3.75702,06/16/2017 17:59:44.774430240
1.10003,3.75707,06/16/2017 17:59:45.773878140
1.10003,3.75711,06/16/2017 17:59:46.773317440
1.10003,3.75715,06/16/2017 17:59:47.772749740
1.10003,3.7572,06/16/2017 17:59:48.772233920
1.10003,3.75725,06/16/2017 17:59:49.771733600
1.10003,3.7573,06/16/2017 17:59:50.771176440
1.10003,3.75735,06/16/2017 17:59:51.770610900
1.10003,3.75739,06/16/2017 17:59:52.770054660
1.10003,3.75744,06/16/2017 17:59:53.769482060
1.10003,3.75749,06/16/2017 17:59:54.768914880
1.10003,3.75753,06/16/2017 17:59:55.768348240
1.10003,3.75759,06/16/2017 17:59:56.767784080
1.10003,3.75763,06/16/2017 17:59:57.767519540
1.10003,3.75768,06/16/2017 17:59:58.766932140
1.10003,3.75773,06/16/2017 17:59:59.766344020
1.10003,3.75777,06/16/2017 18:00:00.765775700
1.10003,3.75782,06/16/2017 18:00:01.765158980
1.10003,3.75787,06/16/2017 18:00:02.764585820
1.10003,3.75791,06/16/2017 18:00:03.764011620
1.10003,3.75796,06/16/2017 18:00:04.763425180
1.10003,3.75801,06/16/2017 18:00:05.762885260
1.10003,3.75806,06/16/2017 18:00:06.762320020
1.10003,3.75811,06/16/2017 18:00:07.761728120
1.10003,3.75816,06/16/2017 18:00:08.761160520
1.10003,3.7582,06/16/2017 18:00:09.760609080
1.10003,3.75825,06/16/2017 18:00:10.760036240
1.10003,3.7583,06/16/2017 18:00:11.759473460
1.10003,3.75835,06/16/2017 18:00:12.758878760
1.10003,3.7584,06/16/2017 18:00:13.758273780
1.10003,3.75844,06/16/2017 18:00:14.757723660
1.10003,3.75849,06/16/2017 18:00:15.757163240
1.10003,3.75855,06/16/2017 18:00:16.756606720
1.10003,3.75858,06/16/2017 18:00:17.756036720
1.10003,3.75863,06/16/2017 18:00:18.755452300
1.10003,3.75868,06/16/2017 18:00:19.754843740
1.10003,3.75873,06/16/2017 18:00:20.754311560
1.10003,3.75877,06/16/2017 18:00:21.753750860
1.10003,3.75882,06/16/2017 18:00:22.753262260
1.10003,3.75887,06/16/2017 18:00:23.752689700
1.10003,3.75892,06/16/2017 18:00:24.752107880
1.10003,3.75898,06/16/2017 18:00:25.751525460
1.10003,3.75901,06/16/2017 18:00:26.750992820
1.10003,3.75906,06/16/2017 18:00:27.750437700
1.10003,3.75912,06/16/2017 18:00:28.749891480
1.10003,3.75916,06/16/2017 18:00:29.749327620
1.10003,3.75921,06/16/2017 18:00:30.748744620
1.10003,3.75926,06/16/2017 18:00:31.748144520
1.10003,3.7593,06/16/2017 18:00:32.747564680
1.10003,3.75935,06/16/2017 18:00:33.747042480
1.10003,3.7594,06/16/2017 18:00:34.746469580
1.10003,3.75944,06/16/2017 18:00:35.745885240
1.10003,3.75949,06/16/2017 18:00:36.745284240
1.10003,3.75954,06/16/2017 18:00:37.744672180
1.10003,3.75959,06/16/2017 18:00:38.744133780
1.10003,3.75964,06/16/2017 18:00:39.743608340
1.10003,3.75968,06/16/2017 18:00:40.743025580
1.10003,3.75973,06/16/2017 18:00:41.742461700
1.10003,3.75978,06/16/2017 18:00:42.741885420
1.10003,3.75983,06/16/2017 18:00:43.741300900
1.10003,3.75987,06/16/2017 18:00:44.740744100
1.10003,3.75992,06/16/2017 18:00:45.740206700
1.10003,3.75997,06/16/2017 18:00:46.739610560
1.10003,3.76002,06/16/2017 18:00:47.739020700
1.10003,3.76007,06/16/2017 18:00:48.738417240
1.10003,3.76012,06/16/2017 18:00:49.737841500
1.10003,3.76017,06/16/2017 18:00:50.737237080
1.10003,3.76021,06/16/2017 18:00:51.736673800
1.10003,3.76025,06/16/2017 18:00:52.736093000
1.10003,3.76031,06/16/2017 18:00:53.735516780
1.10003,3.76035,06/16/2017 18:00:54.734938380
1.10003,3.76041,06/16/2017 18:00:55.734389180
1.10003,3.76046,06/16/2017 18:00:56.733786660
1.10003,3.7605,06/16/2017 18:00:57.733230940
1.10003,3.76055,06/16/2017 18:00:58.732649440
1.10003,3.76059,06/16/2017 18:00:59.732074620
1.10003,3.76064,06/16/2017 18:01:00.731496800
1.10003,3.76069,06/16/2017 18:01:01.730909400
1.10003,3.76074,06/16/2017 18:01:02.730317740
1.10003,3.76078,06/16/2017 18:01:03.729752340
1.10003,3.76084,06/16/2017 18:01:04.729175780
1.10003,3.76089,06/16/2017 18:01:05.728584660
1.10003,3.76093,06/16/2017 18:01:06.727985500
1.10003,3.76098,06/16/2017 18:01:07.727378440
1.10003,3.76102,06/16/2017 18:01:08.726778420
1.10003,3.76108,06/16/2017 18:01:09.726197940
1.10003,3.76112,06/16/2017 18:01:10.725630980
1.10003,3.76117,06/16/2017 18:01:11.725117020
1.10003,3.76122,06/16/2017 18:01:12.724548780
1.10003,3.76126,06/16/2017 18:01:13.723967200
1.10003,3.76131,06/16/2017 18:01:14.723372380
1.10003,3.76137,06/16/2017 18:01:15.722770860
1.10003,3.7614,06/16/2017 18:01:16.722196460
1.10003,3.76146,06/16/2017 18:01:17.721621040
1.10003,3.7615,06/16/2017 18:01:18.721050380
1.10003,3.76156,06/16/2017 18:01:19.720454400
1.10003,3.7616,06/16/2017 18:01:20.719847520
1.10003,3.76165,06/16/2017 18:01:21.719264360
1.10003,3.76169,06/16/2017 18:01:22.718687660
1.10003,3.76174,06/16/2017 18:01:23.718132800
1.10003,3.7618,06/16/2017 18:01:24.717567820
1.10003,3.76184,06/16/2017 18:01:25.716976540
1.10003,3.76189,06/16/2017 18:01:26.716424660
1.10003,3.76193,06/16/2017 18:01:27.715882620
1.10003,3.76198,06/16/2017 18:01:28.715318180
1.10003,3.76203,06/16/2017 18:01:29.714752860
1.10003,3.76208,06/16/2017 18:01:30.714181200
1.10003,3.76213,06/16/2017 18:01:31.713597100
1.10003,3.76218,06/16/2017 18:01:32.713007560
1.10003,3.76222,06/16/2017 18:01:33.712413880
1.10003,3.76227,06/16/2017 18:01:34.711859480
1.10003,3.76232,06/16/2017 18:01:35.711277200
1.10003,3.76237,06/16/2017 18:01:36.710720520
1.10003,3.76242,06/16/2017 18:01:37.710117460
1.10003,3.76247,06/16/2017 18:01:38.709564380
1.10003,3.76252,06/16/2017 18:01:39.708995700
1.10003,3.76256,06/16/2017 18:01:40.708439240
1.10003,3.76261,06/16/2017 18:01:41.707856080
1.10003,3.76266,06/16/2017 18:01:42.707290720
1.10003,3.7627,06/16/2017 18:01:43.706744600
1.10003,3.76276,06/16/2017 18:01:44.706183760
1.10003,3.7628,06/16/2017 18:01:45.705606300
1.10003,3.76285,06/16/2017 18:01:46.705026260
1.10003,3.7629,06/16/2017 18:01:47.704453100
1.10003,3.76295,06/16/2017 18:01:48.703880480
1.10003,3.763,06/16/2017 18:01:49.703301840
1.10003,3.76305,06/16/2017 18:01:50.702706440
1.10003,3.76309,06/16/2017 18:01:51.702094800
1.10003,3.76314,06/16/2017 18:01:52.701518580
1.10003,3.76319,06/16/2017 18:01:53.700947500
1.10003,3.76324,06/16/2017 18:01:54.700372700
1.10003,3.76329,06/16/2017 18:01:55.699790100
1.10003,3.76334,06/16/2017 18:01:56.699187380
1.10003,3.76339,06/16/2017 18:01:57.698587560
1.10003,3.76344,06/16/2017 18:01:58.698016440
1.10003,3.76348,06/16/2017 18:01:59.697469500
1.10003,3.76353,06/16/2017 18:02:00.696945380
1.10003,3.76358,06/16/2017 18:02:01.696377660
1.10003,3.76363,06/16/2017 18:02:02.695794380
1.10003,3.76368,06/16/2017 18:02:03.695207840
1.10003,3.76373,06/16/2017 18:02:04.694607220
1.10003,3.76377,06/16/2017 18:02:05.694098480
1.10003,3.76382,06/16/2017 18:02:06.693572420
1.10003,3.76388,06/16/2017 18:02:07.693014940
1.10003,3.76392,06/16/2017 18:02:08.692425460
1.10003,3.76397,06/16/2017 18:02:09.691837000
1.10003,3.76402,06/16/2017 18:02:10.691282600
1.10003,3.76407,06/16/2017 18:02:11.690725800
1.10003,3.76411,06/16/2017 18:02:12.690164340
1.10003,3.76416,06/16/2017 18:02:13.689623960
1.10003,3.76421,06/16/2017 18:02:14.689028000
1.10003,3.76426,06/16/2017 18:02:15.688443920
1.10003,3.76431,06/16/2017 18:02:16.687886800
1.10003,3.76436,06/16/2017 18:02:17.687339200
1.10003,3.76441,06/16/2017 18:02:18.686790880
1.10003,3.76445,06/16/2017 18:02:19.686223020
1.10003,3.7645,06/16/2017 18:02:20.685640740
1.10003,3.76455,06/16/2017 18:02:21.685063100
1.10003,3.76461,06/16/2017 18:02:22.684496520
1.10003,3.76465,06/16/2017 18:02:23.683940580
1.10003,3.7647,06/16/2017 18:02:24.683370780
1.10003,3.76475,06/16/2017 18:02:25.682795220
1.10004,3.7648,06/16/2017 18:02:26.682219500
1.10003,3.76485,06/16/2017 18:02:27.681648760
1.10003,3.76489,06/16/2017 18:02:28.681052220
1.10003,3.76494,06/16/2017 18:02:29.680494540
1.10003,3.76499,06/16/2017 18:02:30.679931360
1.10003,3.76504,06/16/2017 18:02:31.679342700
1.10003,3.76508,06/16/2017 18:02:32.678796680
1.10003,3.76513,06/16/2017 18:02:33.678293460
1.10003,3.76518,06/16/2017 18:02:34.677724880
1.10003,3.76523,06/16/2017 18:02:35.677196400
1.10003,3.76528,06/16/2017 18:02:36.676663360
1.10003,3.76534,06/16/2017 18:02:37.676090160
1.10003,3.76538,06/16/2017 18:02:38.675529300
1.10003,3.76543,06/16/2017 18:02:39.674971520
1.10003,3.76548,06/16/2017 18:02:40.674414920
1.10003,3.76553,06/16/2017 18:02:41.673869680
1.10003,3.76557,06/16/2017 18:02:42.673325700
1.10003,3.76563,06/16/2017 18:02:43.672756060
1.10003,3.76567,06/16/2017 18:02:44.672198260
1.10003,3.76573,06/16/2017 18:02:45.671890760
1.10003,3.76577,06/16/2017 18:02:46.671285880
1.10003,3.76582,06/16/2017 18:02:47.670717700
1.10002,3.76585,06/16/2017 18:02:48.670140260
1.10003,3.76592,06/16/2017 18:02:49.669558940
1.10003,3.76597,06/16/2017 18:02:50.669038060
1.10003,3.76601,06/16/2017 18:02:51.668450440
1.10003,3.76606,06/16/2017 18:02:52.667849820
1.10003,3.76611,06/16/2017 18:02:53.667290640
1.10003,3.76616,06/16/2017 18:02:54.666742380
1.10003,3.76621,06/16/2017 18:02:55.666174560
1.10003,3.76626,06/16/2017 18:02:56.665616840
1.10003,3.76631,06/16/2017 18:02:57.665042980
1.10003,3.76636,06/16/2017 18:02:58.664454500
1.10003,3.76641,06/16/2017 18:02:59.663891520
1.10003,3.76645,06/16/2017 18:03:00.663362660
1.10003,3.7665,06/16/2017 18:03:01.662823200
1.10003,3.76655,06/16/2017 18:03:02.662245480
1.10003,3.76661,06/16/2017 18:03:03.661671520
1.10003,3.76665,06/16/2017 18:03:04.661077440
1.10003,3.7667,06/16/2017 18:03:05.660516200
1.10003,3.76675,06/16/2017 18:03:06.659991180
1.10003,3.7668,06/16/2017 18:03:07.659452280
1.10003,3.76685,06/16/2017 18:03:08.658870940
1.10003,3.7669,06/16/2017 18:03:09.658306260
1.10003,3.76695,06/16/2017 18:03:10.657720840
1.10003,3.76699,06/16/2017 18:03:11.657169800
1.10003,3.76705,06/16/2017 18:03:12.656652760
1.10003,3.76709,06/16/2017 18:03:13.656082960
1.10003,3.76714,06/16/2017 18:03:14.655502340
1.10003,3.76719,06/16/2017 18:03:15.654925680
1.10003,3.76724,06/16/2017 18:03:16.654345460
1.10003,3.76728,06/16/2017 18:03:17.653813080
1.10004,3.76734,06/16/2017 18:03:18.653260140
1.10003,3.76738,06/16/2017 18:03:19.652699200
1.10003,3.76744,06/16/2017 18:03:20.652103880
1.10003,3.76748,06/16/2017 18:03:21.651500740
1.10003,3.76753,06/16/2017 18:03:22.650894660
1.10003,3.76758,06/16/2017 18:03:23.650398060
1.10003,3.76763,06/16/2017 18:03:24.649826000
1.10003,3.76768,06/16/2017 18:03:25.649249340
1.10003,3.76773,06/16/2017 18:03:26.648658800
1.10003,3.76778,06/16/2017 18:03:27.648073260
1.10003,3.76783,06/16/2017 18:03:28.647466240
1.10003,3.76788,06/16/2017 18:03:29.646924100
1.10003,3.76792,06/16/2017 18:03:30.646371480
1.10003,3.76797,06/16/2017 18:03:31.645813420
1.10003,3.76802,06/16/2017 18:03:32.645232840
1.10003,3.76808,06/16/2017 18:03:33.644644400
1.10003,3.76813,06/16/2017 18:03:34.644104960
1.10003,3.76817,06/16/2017 18:03:35.643544460
1.10003,3.76822,06/16/2017 18:03:36.642972440
1.10003,3.76826,06/16/2017 18:03:37.642394600
1.10003,3.76832,06/16/2017 18:03:38.641787300
1.10003,3.76838,06/16/2017 18:03:39.641233240
1.10004,3.76842,06/16/2017 18:03:40.640676420
1.10003,3.76847,06/16/2017 18:03:41.640110820
1.10003,3.76851,06/16/2017 18:03:42.639538860
1.10003,3.76857,06/16/2017 18:03:43.638956620
1.10003,3.76862,06/16/2017 18:03:44.638368560
1.10003,3.76867,06/16/2017 18:03:45.637807780
1.10003,3.76872,06/16/2017 18:03:46.637195120
1.10003,3.76877,06/16/2017 18:03:47.636619560
1.10003,3.76882,06/16/2017 18:03:48.636038180
1.10003,3.76887,06/16/2017 18:03:49.635470000
1.10003,3.76892,06/16/2017 18:03:50.634907180
1.10003,3.76897,06/16/2017 18:03:51.634304120
1.10003,3.76902,06/16/2017 18:03:52.633707100
1.10003,3.76907,06/16/2017 18:03:53.633151940
1.10003,3.76911,06/16/2017 18:03:54.632578560
1.10003,3.76916,06/16/2017 18:03:55.632029240
1.10003,3.76921,06/16/2017 18:03:56.631499080
1.10003,3.76926,06/16/2017 18:03:57.630908520
1.10003,3.76932,06/16/2017 18:03:58.630326360
1.10003,3.76936,06/16/2017 18:03:59.629783840
1.10003,3.76941,06/16/2017 18:04:00.629231320
1.10003,3.76947,06/16/2017 18:04:01.628689980
1.10003,3.76952,06/16/2017 18:04:02.628117300
1.10003,3.76956,06/16/2017 18:04:03.627514360
1.10003,3.76962,06/16/2017 18:04:04.626928020
1.10003,3.76967,06/16/2017 18:04:05.626360300
1.10003,3.76972,06/16/2017 18:04:06.625831800
1.10003,3.76976,06/16/2017 18:04:07.625272320
1.10003,3.76981,06/16/2017 18:04:08.624675460
1.10003,3.76986,06/16/2017 18:04:09.624071180
1.10003,3.76992,06/16/2017 18:04:10.623471020
1.10003,3.76997,06/16/2017 18:04:11.622902720
1.10003,3.77001,06/16/2017 18:04:12.622372240
1.10003,3.77007,06/16/2017 18:04:13.621804560
1.10003,3.77011,06/16/2017 18:04:14.621233800
1.10003,3.77017,06/16/2017 18:04:15.620663280
1.10003,3.77022,06/16/2017 18:04:16.620083460
1.10003,3.77027,06/16/2017 18:04:17.619529480
1.10003,3.77032,06/16/2017 18:04:18.618959480
1.10003,3.77036,06/16/2017 18:04:19.618383380
1.10003,3.77041,06/16/2017 18:04:20.617802740
1.10003,3.77046,06/16/2017 18:04:21.617208720
1.10003,3.77051,06/16/2017 18:04:22.616618200
1.10003,3.77056,06/16/2017 18:04:23.616104920
1.10003,3.77062,06/16/2017 18:04:24.615541800
1.10003,3.77067,06/16/2017 18:04:25.614978180
1.10003,3.77072,06/16/2017 18:04:26.614424600
1.10003,3.77076,06/16/2017 18:04:27.613833460
1.10003,3.77081,06/16/2017 18:04:28.613273000
1.10003,3.77086,06/16/2017 18:04:29.612759400
1.10003,3.77092,06/16/2017 18:04:30.612173820
1.10003,3.77096,06/16/2017 18:04:31.611600980
1.10003,3.77102,06/16/2017 18:04:32.611034500
1.10003,3.77107,06/16/2017 18:04:33.610434580
1.10003,3.77112,06/16/2017 18:04:34.609889420
1.10003,3.77117,06/16/2017 18:04:35.609361300
1.10003,3.77121,06/16/2017 18:04:36.608774800
1.10003,3.77127,06/16/2017 18:04:37.608191660
1.10003,3.77131,06/16/2017 18:04:38.607596620
1.10003,3.77137,06/16/2017 18:04:39.607032280
1.10003,3.77141,06/16/2017 18:04:40.606480840
1.10003,3.77147,06/16/2017 18:04:41.605903260
1.10003,3.77151,06/16/2017 18:04:42.605325980
1.10003,3.77156,06/16/2017 18:04:43.604756220
1.10003,3.77162,06/16/2017 18:04:44.604166840
1.10003,3.77166,06/16/2017 18:04:45.603633600
1.10003,3.77171,06/16/2017 18:04:46.603099620
1.10003,3.77176,06/16/2017 18:04:47.602538180
1.10003,3.77182,06/16/2017 18:04:48.601976760
1.10003,3.77186,06/16/2017 18:04:49.601410980
1.10003,3.77192,06/16/2017 18:04:50.600847920
1.10003,3.77197,06/16/2017 18:04:51.600307680
1.10003,3.77201,06/16/2017 18:04:52.599755280
1.10003,3.77207,06/16/2017 18:04:53.599200460
1.10003,3.77211,06/16/2017 18:04:54.598656200
1.10003,3.77217,06/16/2017 18:04:55.598110000
1.10003,3.77222,06/16/2017 18:04:56.597547000
1.10003,3.77227,06/16/2017 18:04:57.596985200
1.10003,3.77231,06/16/2017 18:04:58.596449300
1.10003,3.77237,06/16/2017 18:04:59.596044120
1.10003,3.77242,06/16/2017 18:05:00.595460120
1.10003,3.77247,06/16/2017 18:05:01.594878520
1.10003,3.77252,06/16/2017 18:05:02.594318020
1.10003,3.77258,06/16/2017 18:05:03.593713600
1.10003,3.77262,06/16/2017 18:05:04.593158160
1.10003,3.77268,06/16/2017 18:05:05.592588380
1.10003,3.77272,06/16/2017 18:05:06.592008220
1.10003,3.77278,06/16/2017 18:05:07.591436480
1.10003,3.77282,06/16/2017 18:05:08.590839340
1.10003,3.77288,06/16/2017 18:05:09.590227120
1.10003,3.77293,06/16/2017 18:05:10.589663640
1.10003,3.77298,06/16/2017 18:05:11.589086260
1.10003,3.77303,06/16/2017 18:05:12.588489000
1.10003,3.77307,06/16/2017 18:05:13.587901680
1.10003,3.77314,06/16/2017 18:05:14.587309920
1.10003,3.77318,06/16/2017 18:05:15.586772420
1.10003,3.77323,06/16/2017 18:05:16.586202140
1.10003,3.77329,06/16/2017 18:05:17.585622680
1.10003,3.77333,06/16/2017 18:05:18.585070920
1.10003,3.77339,06/16/2017 18:05:19.584508040
1.10003,3.77344,06/16/2017 18:05:20.583920760
1.10003,3.77348,06/16/2017 18:05:21.583380180
1.10003,3.77354,06/16/2017 18:05:22.582884360
1.10003,3.77359,06/16/2017 18:05:23.582326900
1.10003,3.77364,06/16/2017 18:05:24.581782760
1.10003,3.7737,06/16/2017 18:05:25.581208300
1.10003,3.77374,06/16/2017 18:05:26.580603740
1.10003,3.77379,06/16/2017 18:05:27.580047080
1.10003,3.77385,06/16/2017 18:05:28.579470240
1.10003,3.77389,06/16/2017 18:05:29.578929220
1.10003,3.77395,06/16/2017 18:05:30.578405740
1.10003,3.77399,06/16/2017 18:05:31.577807420
1.10003,3.77405,06/16/2017 18:05:32.577204160
1.10003,3.7741,06/16/2017 18:05:33.576642300
1.10003,3.77415,06/16/2017 18:05:34.576053240
1.10003,3.7742,06/16/2017 18:05:35.575540060
1.10003,3.77425,06/16/2017 18:05:36.574940980
1.10003,3.7743,06/16/2017 18:05:37.574352720
1.10003,3.77436,06/16/2017 18:05:38.573752340
1.10003,3.77441,06/16/2017 18:05:39.573179680
1.10003,3.77445,06/16/2017 18:05:40.572596700
1.10003,3.77451,06/16/2017 18:05:41.572032800
1.10003,3.77456,06/16/2017 18:05:42.571434020
1.10003,3.77462,06/16/2017 18:05:43.570834660
1.10003,3.77466,06/16/2017 18:05:44.570349080
1.10003,3.77471,06/16/2017 18:05:45.569777140
1.10003,3.77477,06/16/2017 18:05:46.569241480
1.10003,3.77481,06/16/2017 18:05:47.568770940
1.10003,3.77487,06/16/2017 18:05:48.568172620
1.10003,3.77492,06/16/2017 18:05:49.567573240
