nIteration:	Current:	Voltage:	Time:
413	-2.8267114162	3.6308016777	06/15/2017 01:25:01.686738920
414	-5.4919676781	3.4214413166	06/15/2017 01:25:02.687050760
415	-5.0089812279	3.4434304237	06/15/2017 01:25:03.687347280
416	-3.4026033878	3.5639176369	06/15/2017 01:25:04.687670680
417	-4.1098389626	3.5161123276	06/15/2017 01:25:05.687977200
418	-3.9550051689	3.524194479	06/15/2017 01:25:06.688287140
419	-6.3516249657	3.3409364223	06/15/2017 01:25:07.688602520
420	-2.3219816685	3.6341149807	06/15/2017 01:25:08.688912920
421	-4.1449456215	3.5124957561	06/15/2017 01:25:09.689261800
422	-4.5240707397	3.476108551	06/15/2017 01:25:10.689584380
423	-0.59100037813	3.7719328403	06/15/2017 01:25:11.689885400
424	-3.8098423481	3.5469181538	06/15/2017 01:25:12.690237580
425	-6.6154699326	3.3205859661	06/15/2017 01:25:13.690580060
426	-5.8973050117	3.3581137657	06/15/2017 01:25:14.690870440
427	-2.6798279285	3.6014451981	06/15/2017 01:25:15.691171780
428	-3.2134613991	3.5749037266	06/15/2017 01:25:16.691477160
429	-5.3301882744	3.4128501415	06/15/2017 01:25:17.691794340
430	-3.3703942299	3.550952673	06/15/2017 01:25:18.692131040
431	-2.8402638435	3.598793745	06/15/2017 01:25:19.692417200
432	-4.1760005951	3.5006260872	06/15/2017 01:25:20.692722740
433	-3.9473962784	3.5118062496	06/15/2017 01:25:21.693033160
434	-5.1861577034	3.4171421528	06/15/2017 01:25:22.693363760
435	-0.98705530167	3.7291846275	06/15/2017 01:25:23.693714160
436	-3.3764059544	3.56752038	06/15/2017 01:25:24.694074840
437	-2.4545607567	3.6293222904	06/15/2017 01:25:25.694453260
438	-6.3313655853	3.3386991024	06/15/2017 01:25:26.694787020
439	-5.6340942383	3.3716611862	06/15/2017 01:25:27.695089300
440	-3.1544437408	3.5587506294	06/15/2017 01:25:28.695426140
441	-3.7467939854	3.5238463879	06/15/2017 01:25:29.695744340
442	-3.0718986988	3.5731768608	06/15/2017 01:25:30.696042680
443	-5.7829027176	3.3700222969	06/15/2017 01:25:31.696349740
444	-2.9023573399	3.5753676891	06/15/2017 01:25:32.696662520
445	-0.55928272009	3.7650268078	06/15/2017 01:25:33.697019400
446	-1.0312217474	3.7431032658	06/15/2017 01:25:34.697354540
447	-2.5277643204	3.6320092678	06/15/2017 01:25:35.697686940
448	-2.6448438168	3.6183509827	06/15/2017 01:25:36.698017260
449	-4.4248604774	3.4826877117	06/15/2017 01:25:37.698364740
450	-5.827091217	3.3663978577	06/15/2017 01:25:38.698659140
451	-1.7451008558	3.6662275791	06/15/2017 01:25:39.698958360
452	-0.51238119602	3.7767162323	06/15/2017 01:25:40.699256540
453	-6.5825572014	3.3251955509	06/15/2017 01:25:41.699575980
454	-0.51985371113	3.7578639984	06/15/2017 01:25:42.699899260
455	-1.5736194849	3.7029523849	06/15/2017 01:25:43.700255040
456	-2.7288520336	3.614782095	06/15/2017 01:25:44.700571260
457	-2.6210830212	3.6188371181	06/15/2017 01:25:45.700895220
458	-5.0094761848	3.4378180504	06/15/2017 01:25:46.701232060
459	-4.3804860115	3.4728941917	06/15/2017 01:25:47.701543960
460	-4.0479450226	3.4973638058	06/15/2017 01:25:48.701859740
461	-5.8304595947	3.3612651825	06/15/2017 01:25:49.702197580
462	-4.173145771	3.4765305519	06/15/2017 01:25:50.702508780
463	-6.3772621155	3.3130481243	06/15/2017 01:25:51.702770120
464	-0.19617943466	3.7707400322	06/15/2017 01:25:52.703232860
465	-5.3313598633	3.4084281921	06/15/2017 01:25:53.703545940
466	-2.4307825565	3.6081223488	06/15/2017 01:25:54.703815800
467	-4.6964855194	3.4473881721	06/15/2017 01:25:55.704117220
468	-0.31124672294	3.7701573372	06/15/2017 01:25:56.704419860
469	-0.85437643528	3.7491600513	06/15/2017 01:25:57.704734700
470	-1.6633851528	3.6903371811	06/15/2017 01:25:58.705051980
471	-4.0600810051	3.5078444481	06/15/2017 01:25:59.705411560
472	-1.1763256788	3.7153422832	06/15/2017 01:26:00.705770660
473	-4.6990180016	3.460473299	06/15/2017 01:26:01.706110420
474	-0.6073948741	3.7550833225	06/15/2017 01:26:02.706442820
475	-6.2021074295	3.3481528759	06/15/2017 01:26:03.706727240
476	-0.80989050865	3.7321796417	06/15/2017 01:26:04.707042360
477	-3.3411543369	3.5617308617	06/15/2017 01:26:05.707353000
478	-1.3831629753	3.7010757923	06/15/2017 01:26:06.707650160
479	-0.15548834205	3.8025362492	06/15/2017 01:26:07.707943860
480	-3.133970499	3.5857002735	06/15/2017 01:26:08.708267680
481	-2.1422512531	3.6496760845	06/15/2017 01:26:09.708568780
482	-1.4938251972	3.7019476891	06/15/2017 01:26:10.708909640
483	-4.2849526405	3.4944694042	06/15/2017 01:26:11.709223380
484	-1.1270705462	3.7207129002	06/15/2017 01:26:12.709531600
485	-5.515622139	3.400914669	06/15/2017 01:26:13.709835400
486	-1.3131372929	3.6994333267	06/15/2017 01:26:14.710153800
487	-6.6112809181	3.3137388229	06/15/2017 01:26:15.710434200
488	-5.5478806496	3.3699483871	06/15/2017 01:26:16.710681920
489	-4.1975927353	3.4709022045	06/15/2017 01:26:17.710975020
490	-1.9895635843	3.6414501667	06/15/2017 01:26:18.711264720
491	-3.1355128288	3.5646767616	06/15/2017 01:26:19.711619000
492	-5.0999231339	3.4121446609	06/15/2017 01:26:20.711956960
493	-6.4926924706	3.2956860065	06/15/2017 01:26:21.712245860
494	-2.7562553883	3.5689980984	06/15/2017 01:26:22.712601240
495	-1.6453516483	3.6671459675	06/15/2017 01:26:23.712971320
496	-5.1279168129	3.4103760719	06/15/2017 01:26:24.713266980
497	-1.8771983385	3.6419155598	06/15/2017 01:26:25.713580180
498	-4.0632829666	3.4891951084	06/15/2017 01:26:26.713872460
499	-6.4467544556	3.2992622852	06/15/2017 01:26:27.714169960
500	-4.1107120514	3.4626512527	06/15/2017 01:26:28.714449460
501	-6.3742542267	3.2969551086	06/15/2017 01:26:29.714738760
502	-3.5386302471	3.5003566742	06/15/2017 01:26:30.715021240
503	-5.3732333183	3.3708510399	06/15/2017 01:26:31.715310980
504	-3.7434499264	3.4859280586	06/15/2017 01:26:32.715596040
505	-4.0933337212	3.4649708271	06/15/2017 01:26:33.715844180
506	-0.66219621897	3.7238302231	06/15/2017 01:26:34.716090720
507	-3.1964228153	3.5486030579	06/15/2017 01:26:35.716460680
508	-0.76548403502	3.7249081135	06/15/2017 01:26:36.716782660
509	-1.3944182396	3.6891958714	06/15/2017 01:26:37.717086180
510	-5.5177941322	3.3775639534	06/15/2017 01:26:38.717366560
511	-4.208407402	3.4579119682	06/15/2017 01:26:39.717604200
512	-5.0781507492	3.3933565617	06/15/2017 01:26:40.717853240
513	-5.1635308266	3.3804755211	06/15/2017 01:26:41.718140780
514	-2.0238208771	3.6153569221	06/15/2017 01:26:42.718397680
515	-4.3544926643	3.4518368244	06/15/2017 01:26:43.718663280
516	-3.8940777779	3.4775524139	06/15/2017 01:26:44.718903300
517	-3.5736787319	3.5022683144	06/15/2017 01:26:45.719159120
518	-3.2590093613	3.5269448757	06/15/2017 01:26:46.719445400
519	-0.34331601858	3.7491693497	06/15/2017 01:26:47.719761260
520	-2.0274882317	3.6364369392	06/15/2017 01:26:48.720058580
521	-3.7280437946	3.504219532	06/15/2017 01:26:49.720338540
522	-2.4547359943	3.593154192	06/15/2017 01:26:50.720626400
523	-5.0909705162	3.3979446888	06/15/2017 01:26:51.720920420
524	-6.3153452873	3.2920806408	06/15/2017 01:26:52.721211080
525	-1.9298654795	3.6148986816	06/15/2017 01:26:53.721492220
526	-0.19613085687	3.7630574703	06/15/2017 01:26:54.721721920
527	-0.0079994034022	3.7884631157	06/15/2017 01:26:55.721972500
528	-1.7394688129	3.6633775234	06/15/2017 01:26:56.722269040
529	-4.644698143	3.4395387173	06/15/2017 01:26:57.722519560
530	-2.5534310341	3.5841331482	06/15/2017 01:26:58.722818980
531	-3.6500880718	3.5075063705	06/15/2017 01:26:59.723093680
532	-4.9625754356	3.4028892517	06/15/2017 01:27:00.723356740
533	-6.3624005318	3.2881543636	06/15/2017 01:27:01.723641820
534	-6.3833599091	3.2756283283	06/15/2017 01:27:02.723935280
535	-6.6411862373	3.2503550053	06/15/2017 01:27:03.724209020
536	-4.0806899071	3.4392940998	06/15/2017 01:27:04.724525420
537	-1.4720654488	3.64585042	06/15/2017 01:27:05.724815060
538	-2.6365995407	3.5708367825	06/15/2017 01:27:06.725085540
539	-1.6515899897	3.6436269283	06/15/2017 01:27:07.725373160
540	-4.9191999435	3.4019978046	06/15/2017 01:27:08.725662660
541	-5.5289645195	3.3416116238	06/15/2017 01:27:09.725937840
542	-3.9406564236	3.4555504322	06/15/2017 01:27:10.726234800
543	-2.9263045788	3.5368094444	06/15/2017 01:27:11.726483960
544	-0.95881778002	3.6904346943	06/15/2017 01:27:12.726730320
545	-3.9748907089	3.4728446007	06/15/2017 01:27:13.726991580
546	-4.7089953423	3.4060206413	06/15/2017 01:27:14.727242820
547	-0.83753764629	3.6937148571	06/15/2017 01:27:15.727490440
548	-6.3364095688	3.293548584	06/15/2017 01:27:16.727750780
549	-1.533844471	3.6344335079	06/15/2017 01:27:17.728035060
550	-6.6083898544	3.2675988674	06/15/2017 01:27:18.728366640
551	-4.3923516273	3.4136250019	06/15/2017 01:27:19.728638180
552	-2.3889176846	3.570756197	06/15/2017 01:27:20.728918740
553	-2.303342104	3.5860800743	06/15/2017 01:27:21.729195800
554	-6.0080881119	3.3075475693	06/15/2017 01:27:22.729445200
555	-2.1167862415	3.5857348442	06/15/2017 01:27:23.729700220
556	-3.2144708633	3.517127037	06/15/2017 01:27:24.730002200
557	-0.5614810586	3.7149591446	06/15/2017 01:27:25.730254080
558	-4.1152148247	3.4590144157	06/15/2017 01:27:26.730531280
559	-5.2532906532	3.3594822884	06/15/2017 01:27:27.730802820
560	-0.6875461936	3.6972141266	06/15/2017 01:27:28.731102980
561	-5.2363424301	3.3715572357	06/15/2017 01:27:29.731431980
562	-5.1938767433	3.3566055298	06/15/2017 01:27:30.731723420
563	-5.6762518883	3.3158781528	06/15/2017 01:27:31.731994020
564	-5.7002253532	3.3083536625	06/15/2017 01:27:32.732283360
565	-1.2235831022	3.6446304321	06/15/2017 01:27:33.732535460
566	-5.3523101807	3.3506047726	06/15/2017 01:27:34.732830300
567	-2.8922364712	3.5211458206	06/15/2017 01:27:35.733096060
568	-0.27107363939	3.7283997536	06/15/2017 01:27:36.733368240
569	-5.4435553551	3.350741148	06/15/2017 01:27:37.733657800
570	-3.1611618996	3.5033853054	06/15/2017 01:27:38.733927760
571	-3.3676681519	3.4945752621	06/15/2017 01:27:39.734204780
572	-1.5945693254	3.628118515	06/15/2017 01:27:40.734509600
573	-5.7010221481	3.325492382	06/15/2017 01:27:41.734814040
574	-3.3848769665	3.4834520817	06/15/2017 01:27:42.735071580
575	-1.8351764679	3.6075544357	06/15/2017 01:27:43.735344580
576	-0.36978128552	3.7259089947	06/15/2017 01:27:44.735632940
577	-1.6908756495	3.6354577541	06/15/2017 01:27:45.735941260
578	-3.2613737583	3.5148034096	06/15/2017 01:27:46.736236300
579	-2.8775410652	3.537602663	06/15/2017 01:27:47.736551640
580	-6.7315745354	3.2461004257	06/15/2017 01:27:48.736833500
581	-2.5075802803	3.5469357967	06/15/2017 01:27:49.737153680
582	-3.5402748585	3.4826991558	06/15/2017 01:27:50.737561920
583	-3.5218617916	3.4805696011	06/15/2017 01:27:51.737890800
584	-5.7233090401	3.3129506111	06/15/2017 01:27:52.738223480
585	-1.0332971811	3.6568112373	06/15/2017 01:27:53.738529440
586	-2.2550776005	3.5828695297	06/15/2017 01:27:54.738816760
587	-4.7359728813	3.3933949471	06/15/2017 01:27:55.739117180
588	-4.9929599762	3.3627836704	06/15/2017 01:27:56.739447000
589	-4.9220991135	3.3635709286	06/15/2017 01:27:57.739795920
590	-2.5772521496	3.5386936665	06/15/2017 01:27:58.740097500
591	-1.6979891062	3.6142277718	06/15/2017 01:27:59.740350460
592	-2.101392746	3.589568615	06/15/2017 01:28:00.740616640
593	-5.4496212006	3.3367404938	06/15/2017 01:28:01.740904900
594	-6.7076263428	3.2259299755	06/15/2017 01:28:02.741175700
595	-2.8374297619	3.5090920925	06/15/2017 01:28:03.741436360
596	-1.3168162107	3.6375060081	06/15/2017 01:28:04.741730480
597	-2.5587961674	3.5524487495	06/15/2017 01:28:05.742010520
598	-1.5252035856	3.6280622482	06/15/2017 01:28:06.742287300
599	-1.3146239519	3.6494979858	06/15/2017 01:28:07.742595360
600	-6.1747727394	3.2851617336	06/15/2017 01:28:08.742918680
601	-2.1849565506	3.5659706593	06/15/2017 01:28:09.743175880
602	-3.2704856396	3.4969699383	06/15/2017 01:28:10.743449680
603	-3.7948815823	3.4537653923	06/15/2017 01:28:11.743762580
604	-6.0939865112	3.2762629986	06/15/2017 01:28:12.744027500
605	-0.13629662991	3.7148451805	06/15/2017 01:28:13.744301600
606	-0.25877016783	3.7288298607	06/15/2017 01:28:14.744603980
607	-1.7102981806	3.6241941452	06/15/2017 01:28:15.744899540
608	-1.9778860807	3.6013395786	06/15/2017 01:28:16.745163260
609	-4.2456536293	3.429911375	06/15/2017 01:28:17.745463640
610	-4.4846115112	3.4016137123	06/15/2017 01:28:18.745763840
611	-5.5244131088	3.3184130192	06/15/2017 01:28:19.746037280
612	-0.69595319033	3.675798893	06/15/2017 01:28:20.746304840
613	-2.70135355	3.5430142879	06/15/2017 01:28:21.746583980
614	-6.3728699684	3.2599761486	06/15/2017 01:28:22.746864920
615	-4.1542329788	3.4103143215	06/15/2017 01:28:23.747172000
616	-5.0551919937	3.3466165066	06/15/2017 01:28:24.747428620
617	-1.000692606	3.6480321884	06/15/2017 01:28:25.747713160
618	-2.0315551758	3.5865941048	06/15/2017 01:28:26.747981940
619	-4.3865423203	3.4078013897	06/15/2017 01:28:27.748277900
620	-0.39983001351	3.6993370056	06/15/2017 01:28:28.748553280
621	-0.22800785303	3.7281987667	06/15/2017 01:28:29.748844480
622	-6.2262096405	3.2802858353	06/15/2017 01:28:30.749164500
623	-4.4689207077	3.3886110783	06/15/2017 01:28:31.749431260
624	-5.616707325	3.3031830788	06/15/2017 01:28:32.749692260
625	-0.4469384253	3.6866409779	06/15/2017 01:28:33.749957160
626	-3.0328936577	3.5116109848	06/15/2017 01:28:34.750224140
627	-3.3216202259	3.482606411	06/15/2017 01:28:35.750619960
628	-1.7962126732	3.5960428715	06/15/2017 01:28:36.750934900
629	-2.713019371	3.5331771374	06/15/2017 01:28:37.751228460
630	-1.6564843655	3.6104447842	06/15/2017 01:28:38.751572940
631	-3.8476483822	3.4498534203	06/15/2017 01:28:39.751827180
632	-1.0818575621	3.6500816345	06/15/2017 01:28:40.752105980
633	-6.1391744614	3.278619051	06/15/2017 01:28:41.752362380
634	-4.9949936867	3.3439555168	06/15/2017 01:28:42.752615800
635	-5.1933712959	3.3281083107	06/15/2017 01:28:43.752880860
636	-3.6087844372	3.4441995621	06/15/2017 01:28:44.753180560
637	-3.2505919933	3.4758293629	06/15/2017 01:28:45.753435600
638	-3.460780859	3.4614446163	06/15/2017 01:28:46.753714100
639	-3.2046921253	3.4799654484	06/15/2017 01:28:47.754002180
640	-6.4103159904	3.2377884388	06/15/2017 01:28:48.754320040
641	-3.5845024586	3.4367671013	06/15/2017 01:28:49.754600800
642	-4.5230522156	3.3738241196	06/15/2017 01:28:50.754905080
643	-2.5785849094	3.5167615414	06/15/2017 01:28:51.755146800
644	-2.3094146252	3.5447149277	06/15/2017 01:28:52.755448500
645	-4.6784377098	3.3682518005	06/15/2017 01:28:53.755800040
646	-0.45908018947	3.6776702404	06/15/2017 01:28:54.756087580
647	-1.2196527719	3.6373188496	06/15/2017 01:28:55.756370860
648	-1.4555090666	3.6206166744	06/15/2017 01:28:56.756678040
649	-2.4671752453	3.5456259251	06/15/2017 01:28:57.756954600
650	-2.1303918362	3.5680918694	06/15/2017 01:28:58.757292580
651	-2.9322054386	3.5090408325	06/15/2017 01:28:59.757635280
652	-4.1704258919	3.4123153687	06/15/2017 01:29:00.757920920
653	-0.47090110183	3.6850452423	06/15/2017 01:29:01.758215000
654	-3.9817786217	3.4345633984	06/15/2017 01:29:02.758517800
655	-1.8002711535	3.5868580341	06/15/2017 01:29:03.758782420
656	-3.3914222717	3.4742150307	06/15/2017 01:29:04.759059580
657	-0.17606656253	3.7108352184	06/15/2017 01:29:05.759336120
658	-4.6171917915	3.3890347481	06/15/2017 01:29:06.759624040
659	-4.4046521187	3.3885147572	06/15/2017 01:29:07.759903840
660	-2.378330946	3.5386304855	06/15/2017 01:29:08.760202120
661	-3.9215919971	3.4286715984	06/15/2017 01:29:09.760506360
662	-4.9426679611	3.3450167179	06/15/2017 01:29:10.760794520
663	-3.3160626888	3.4613165855	06/15/2017 01:29:11.761093500
664	-4.8981070518	3.3458509445	06/15/2017 01:29:12.761354860
665	-6.3226118088	3.2299625874	06/15/2017 01:29:13.761616460
666	-3.8591673374	3.407145977	06/15/2017 01:29:14.761850700
667	-0.17980156839	3.6923584938	06/15/2017 01:29:15.762157060
668	-1.8478136063	3.583111763	06/15/2017 01:29:16.762519980
669	-6.344189167	3.2405364513	06/15/2017 01:29:17.762844000
670	-0.37540689111	3.6724762917	06/15/2017 01:29:18.763111940
671	-2.4840414524	3.5350461006	06/15/2017 01:29:19.763379960
672	-5.6116299629	3.2935068607	06/15/2017 01:29:20.763675480
673	-6.08558321	3.2427940369	06/15/2017 01:29:21.763971020
674	-1.9974774122	3.5456035137	06/15/2017 01:29:22.764254800
675	-3.3688526154	3.4564983845	06/15/2017 01:29:23.764577380
676	-4.9580087662	3.3322274685	06/15/2017 01:29:24.764865640
677	-1.2541327477	3.6046533585	06/15/2017 01:29:25.765138520
678	-5.7086138725	3.2819232941	06/15/2017 01:29:26.765470240
679	-5.2114439011	3.3018391132	06/15/2017 01:29:27.765735300
680	-5.7857809067	3.2559370995	06/15/2017 01:29:28.765975680
681	-4.7383651733	3.3298852444	06/15/2017 01:29:29.766256180
682	-5.5470061302	3.2698457241	06/15/2017 01:29:30.766546520
683	-0.64368540049	3.6366212368	06/15/2017 01:29:31.766825500
684	-2.4876191616	3.5174615383	06/15/2017 01:29:32.767127340
685	-3.7413911819	3.4192318916	06/15/2017 01:29:33.767440560
686	-4.73092556	3.3393001556	06/15/2017 01:29:34.767739780
687	-5.1046476364	3.3049442768	06/15/2017 01:29:35.768049180
688	-3.7476596832	3.4035665989	06/15/2017 01:29:36.768340300
689	-6.4192838669	3.2043583393	06/15/2017 01:29:37.768665180
690	-6.2466921806	3.204282999	06/15/2017 01:29:38.768991060
691	-3.9803128242	3.3728337288	06/15/2017 01:29:39.769271700
692	-3.8173081875	3.3925201893	06/15/2017 01:29:40.769601220
693	-0.43932163715	3.6498270035	06/15/2017 01:29:41.769893000
694	-3.5022513866	3.4340884686	06/15/2017 01:29:42.770195240
695	-2.0882444382	3.5321202278	06/15/2017 01:29:43.770498580
696	-4.54007864	3.3524515629	06/15/2017 01:29:44.770819800
697	-2.1689069271	3.5222506523	06/15/2017 01:29:45.771102300
698	-0.14013275504	3.6843924522	06/15/2017 01:29:46.771381200
699	-0.89400827885	3.6385216713	06/15/2017 01:29:47.771671720
700	-0.10504177958	3.6991930008	06/15/2017 01:29:48.771955020
701	-5.7025532722	3.2826209068	06/15/2017 01:29:49.772257800
702	-3.5875575542	3.4203698635	06/15/2017 01:29:50.772580820
703	-6.2453241348	3.2227954865	06/15/2017 01:29:51.772892320
704	-6.196413517	3.2124118805	06/15/2017 01:29:52.773199380
705	-1.9278326035	3.5309817791	06/15/2017 01:29:53.773548120
706	-1.9691185951	3.5435147285	06/15/2017 01:29:54.773908540
707	-0.25658419728	3.6756207943	06/15/2017 01:29:55.774234760
708	-0.39894732833	3.6745085716	06/15/2017 01:29:56.774562240
709	-0.3346926868	3.682905674	06/15/2017 01:29:57.774913500
710	-4.0016932487	3.4099378586	06/15/2017 01:29:58.775240720
711	-6.6200356483	3.1979551315	06/15/2017 01:29:59.775605960
712	-5.0687007904	3.299800396	06/15/2017 01:30:00.775924080
713	-4.1812372208	3.3674647808	06/15/2017 01:30:01.776232000
714	-4.9038386345	3.3137466908	06/15/2017 01:30:02.776566180
715	-2.4965977669	3.4914369583	06/15/2017 01:30:03.776883680
716	-2.0030214787	3.5375418663	06/15/2017 01:30:04.777204620
717	-2.4717302322	3.5060055256	06/15/2017 01:30:05.777517900
718	-4.2154903412	3.373842001	06/15/2017 01:30:06.777803700
719	-6.1865916252	3.2168214321	06/15/2017 01:30:07.778129260
720	-6.0779771805	3.2132608891	06/15/2017 01:30:08.778447280
721	-2.1292476654	3.508456707	06/15/2017 01:30:09.778888920
722	-2.7708814144	3.4744184017	06/15/2017 01:30:10.779180260
723	-3.6632537842	3.4066212177	06/15/2017 01:30:11.779478460
724	-3.8439817429	3.3896141052	06/15/2017 01:30:12.779723640
725	-0.82100147009	3.6167407036	06/15/2017 01:30:13.780031320
726	-4.6733603477	3.3383588791	06/15/2017 01:30:14.780370340
727	-0.47648280859	3.6419448853	06/15/2017 01:30:15.780647480
728	-4.1992316246	3.3768386841	06/15/2017 01:30:16.781018320
729	-4.2843184471	3.3575174809	06/15/2017 01:30:17.781377660
730	-2.1243371964	3.5180082321	06/15/2017 01:30:18.781682000
731	-4.1037898064	3.3761804104	06/15/2017 01:30:19.781987600
732	-3.5866878033	3.4077689648	06/15/2017 01:30:20.782341660
733	-2.3779788017	3.4996900558	06/15/2017 01:30:21.782661820
734	-2.0229525566	3.5313603878	06/15/2017 01:30:22.783001240
735	-3.9065654278	3.3917984962	06/15/2017 01:30:23.783333140
736	-0.19178575277	3.6652741432	06/15/2017 01:30:24.783648700
737	-4.4179167747	3.3610854149	06/15/2017 01:30:25.784000580
738	-1.9046823978	3.5362551212	06/15/2017 01:30:26.784392200
739	-3.8788948059	3.39538908	06/15/2017 01:30:27.784842000
740	-2.9065489769	3.4613912106	06/15/2017 01:30:28.785166440
741	-6.1575946808	3.2176411152	06/15/2017 01:30:29.785503080
742	-2.8470461369	3.4532907009	06/15/2017 01:30:30.785755640
743	-1.7437171936	3.5467267036	06/15/2017 01:30:31.785975880
744	-4.1425938606	3.3712399006	06/15/2017 01:30:32.786247000
745	-2.6745727062	3.473449707	06/15/2017 01:30:33.786499440
746	-5.6591939926	3.2520406246	06/15/2017 01:30:34.786733820
747	-1.3951301575	3.5616827011	06/15/2017 01:30:35.786980600
748	-5.8837251663	3.2371490002	06/15/2017 01:30:36.787246880
749	-2.4928865433	3.4764080048	06/15/2017 01:30:37.787512040
750	-6.3846883774	3.1922872066	06/15/2017 01:30:38.787751660
751	-0.97220337391	3.5860133171	06/15/2017 01:30:39.788017120
752	-3.1722733974	3.4393777847	06/15/2017 01:30:40.788293100
753	-3.975605011	3.3727006912	06/15/2017 01:30:41.788621960
754	-6.0045924187	3.2146337032	06/15/2017 01:30:42.788897820
755	-3.9597396851	3.3587198257	06/15/2017 01:30:43.789194180
756	-3.0545370579	3.4324321747	06/15/2017 01:30:44.789455500
757	-4.0160665512	3.3632535934	06/15/2017 01:30:45.789719700
758	-4.6293516159	3.3129119873	06/15/2017 01:30:46.789988840
759	-2.9180445671	3.4387030602	06/15/2017 01:30:47.790255040
760	-3.8819487095	3.371712923	06/15/2017 01:30:48.790532280
761	-0.36035189033	3.6347875595	06/15/2017 01:30:49.790814440
762	-5.3171844482	3.2749516964	06/15/2017 01:30:50.791063740
763	-0.83922117949	3.5958380699	06/15/2017 01:30:51.791358300
764	-3.9173562527	3.379566431	06/15/2017 01:30:52.791690200
765	-5.39148283	3.2574727535	06/15/2017 01:30:53.792021420
766	-0.96780961752	3.5838217735	06/15/2017 01:30:54.792326560
767	-0.28575918078	3.6518115997	06/15/2017 01:30:55.792653300
768	-3.5427880287	3.4126975536	06/15/2017 01:30:56.792946000
769	-5.9276137352	3.2212598324	06/15/2017 01:30:57.793251660
770	-1.2357368469	3.5636224747	06/15/2017 01:30:58.793525280
771	-3.5267724991	3.4068028927	06/15/2017 01:30:59.793813740
772	-1.2795525789	3.5695078373	06/15/2017 01:31:00.794073540
773	-4.3360910416	3.3474860191	06/15/2017 01:31:01.794389560
774	-1.2065652609	3.5727827549	06/15/2017 01:31:02.794673400
775	-5.349091053	3.2709684372	06/15/2017 01:31:03.794957100
776	-2.7423937321	3.4520471096	06/15/2017 01:31:04.795239340
777	-1.6600487232	3.5414192677	06/15/2017 01:31:05.795500300
778	-5.8785114288	3.2276730537	06/15/2017 01:31:06.795789000
779	-5.4265856743	3.2443051338	06/15/2017 01:31:07.796160220
780	-5.3199291229	3.2492866516	06/15/2017 01:31:08.796484520
781	-4.2489027977	3.3276848793	06/15/2017 01:31:09.796800880
782	-5.0798454285	3.266674757	06/15/2017 01:31:10.797084280
783	-1.0737730265	3.5657687187	06/15/2017 01:31:11.797318760
784	-6.600127697	3.1629009247	06/15/2017 01:31:12.797591160
785	-1.5711368322	3.522932291	06/15/2017 01:31:13.797829720
786	-4.4044542313	3.3260726929	06/15/2017 01:31:14.798091600
787	-1.066003561	3.5692493916	06/15/2017 01:31:15.798340940
788	-3.514919281	3.3973829746	06/15/2017 01:31:16.798604100
789	-6.5618438721	3.1584939957	06/15/2017 01:31:17.798876340
790	-1.3570115566	3.5381028652	06/15/2017 01:31:18.799170960
791	-3.9678010941	3.3589262962	06/15/2017 01:31:19.799458380
792	-0.47242060304	3.615121603	06/15/2017 01:31:20.799721580
793	-5.4776463509	3.25081563	06/15/2017 01:31:21.799989860
794	-3.9526429176	3.3476243019	06/15/2017 01:31:22.800233820
795	-2.2576413155	3.4786705971	06/15/2017 01:31:23.800484040
796	-5.2217106819	3.2607924938	06/15/2017 01:31:24.800745880
797	-2.5937843323	3.4478855133	06/15/2017 01:31:25.801025640
798	-2.1054513454	3.4935781956	06/15/2017 01:31:26.801280300
799	-4.2671070099	3.3334496021	06/15/2017 01:31:27.801595980
800	-6.126226902	3.1837999821	06/15/2017 01:31:28.801875260
801	-6.4679150581	3.1467411518	06/15/2017 01:31:29.802157120
802	-6.3680152893	3.1478984356	06/15/2017 01:31:30.802399620
803	-5.9293336868	3.1770944595	06/15/2017 01:31:31.802669220
804	-1.1186774969	3.5413591862	06/15/2017 01:31:32.802950160
805	-4.5795874596	3.2985827923	06/15/2017 01:31:33.803237780
806	-2.8120653629	3.4214642048	06/15/2017 01:31:34.803514780
807	-0.68447744846	3.5893414021	06/15/2017 01:31:35.803810400
808	-4.8638343811	3.2838397026	06/15/2017 01:31:36.804137200
809	-5.3788084984	3.2293980122	06/15/2017 01:31:37.804427860
810	-2.6958286762	3.4275004864	06/15/2017 01:31:38.804707700
811	-5.9456949234	3.1900365353	06/15/2017 01:31:39.804977680
812	-0.89339286089	3.5598702431	06/15/2017 01:31:40.805246860
813	-2.93151474	3.4249706268	06/15/2017 01:31:41.805516340
814	-5.9963207245	3.187461853	06/15/2017 01:31:42.805793360
815	-2.3956944942	3.4466264248	06/15/2017 01:31:43.806094940
816	-4.7007217407	3.284071207	06/15/2017 01:31:44.806376220
817	-2.0369541645	3.4773685932	06/15/2017 01:31:45.806664860
818	-2.7602674961	3.4328196049	06/15/2017 01:31:46.806912880
819	-4.5986356735	3.2924487591	06/15/2017 01:31:47.807169880
820	-0.17980459332	3.6193585396	06/15/2017 01:31:48.807436760
821	-4.82351017	3.285700798	06/15/2017 01:31:49.807780860
822	-6.0595784187	3.1752188206	06/15/2017 01:31:50.808164780
823	-2.3756330013	3.4457187653	06/15/2017 01:31:51.808483980
824	-6.2289328575	3.1657619476	06/15/2017 01:31:52.808778860
825	-5.915353775	3.1732563972	06/15/2017 01:31:53.809067260
