nIteration:	Current:	Voltage:	Time:
39	-5.2227363586	3.636339426	06/15/2017 01:18:47.569866820
40	-2.7969033718	3.8077659607	06/15/2017 01:18:48.570149640
41	-1.029384613	3.9654080868	06/15/2017 01:18:49.570474060
42	-1.7167149782	3.929377079	06/15/2017 01:18:50.570813460
43	-6.49127388	3.550952673	06/15/2017 01:18:51.571145880
44	-1.5515983105	3.8966414928	06/15/2017 01:18:52.571412460
45	-1.4446853399	3.9435033798	06/15/2017 01:18:53.571655100
46	-3.8677239418	3.7572350502	06/15/2017 01:18:54.571934820
47	-0.072521097958	4.0341873169	06/15/2017 01:18:55.572232240
48	-1.9152772427	3.9230725765	06/15/2017 01:18:56.572518080
49	-0.26888754964	4.0392022133	06/15/2017 01:18:57.572824980
50	-6.7229347229	3.5487413406	06/15/2017 01:18:58.573124880
51	-3.8237597942	3.7206571102	06/15/2017 01:18:59.573384420
52	-4.7238068581	3.6668503284	06/15/2017 01:19:00.573702380
53	-5.984000206	3.5579228401	06/15/2017 01:19:01.574013280
54	-3.0015525818	3.7777578831	06/15/2017 01:19:02.574326620
55	-5.5906596184	3.5959978104	06/15/2017 01:19:03.574615060
56	-0.2532581687	3.9921679497	06/15/2017 01:19:04.574909580
57	-5.0733361244	3.6589324474	06/15/2017 01:19:05.575241860
58	-3.9033718109	3.7117028236	06/15/2017 01:19:06.575562700
59	-0.60468626022	3.9765086174	06/15/2017 01:19:07.575890540
60	-0.087491877377	4.0463938713	06/15/2017 01:19:08.576198480
61	-0.43086779118	4.0285921097	06/15/2017 01:19:09.576491740
62	-4.896692276	3.6798558235	06/15/2017 01:19:10.576834880
63	-2.5080833435	3.8288311958	06/15/2017 01:19:11.577185820
64	-3.9387702942	3.7329695225	06/15/2017 01:19:12.577485700
65	-5.9350304604	3.5633664131	06/15/2017 01:19:13.577789360
66	-0.80803251266	3.9449839592	06/15/2017 01:19:14.578107880
67	-3.4032299519	3.7825369835	06/15/2017 01:19:15.578439180
68	-2.975730896	3.7962903976	06/15/2017 01:19:16.578749640
69	-0.67908191681	3.9783263206	06/15/2017 01:19:17.579059440
70	-6.3946018219	3.5511286259	06/15/2017 01:19:18.579379600
71	-5.1799068451	3.5988161564	06/15/2017 01:19:19.579682120
72	-3.081874609	3.7661297321	06/15/2017 01:19:20.579998660
73	-4.3928017616	3.6783981323	06/15/2017 01:19:21.580285160
74	-2.8220100403	3.7900137901	06/15/2017 01:19:22.580623680
75	-5.2773785591	3.6092302799	06/15/2017 01:19:23.580938320
76	-0.44119954109	3.9667804241	06/15/2017 01:19:24.581223540
77	-5.4895677567	3.6110146046	06/15/2017 01:19:25.581539740
78	-6.0987157822	3.5229480267	06/15/2017 01:19:26.581879180
79	-4.2637610435	3.6564264297	06/15/2017 01:19:27.582212300
80	-4.1464796066	3.6762886047	06/15/2017 01:19:28.582493520
81	-1.1930520535	3.9075241089	06/15/2017 01:19:29.582799800
82	-1.1093398333	3.9396979809	06/15/2017 01:19:30.583109140
83	-2.6698110104	3.822388649	06/15/2017 01:19:31.583397400
84	-1.4651662111	3.9055206776	06/15/2017 01:19:32.583705660
85	-0.17741301656	4.0166993141	06/15/2017 01:19:33.584031760
86	-4.908033371	3.6605317593	06/15/2017 01:19:34.584326580
87	-4.1096758842	3.6848614216	06/15/2017 01:19:35.584631360
88	-0.40944162011	3.9756622314	06/15/2017 01:19:36.584947820
89	-1.1793333292	3.9460945129	06/15/2017 01:19:37.585270640
90	-5.3615412712	3.6168370247	06/15/2017 01:19:38.585580820
91	-5.5507297516	3.5672087669	06/15/2017 01:19:39.585893100
92	-1.3480601311	3.8882470131	06/15/2017 01:19:40.586195660
93	-1.7448852062	3.8892848492	06/15/2017 01:19:41.586478960
94	-0.28881266713	4.0027117729	06/15/2017 01:19:42.586786560
95	-2.6203794479	3.8351519108	06/15/2017 01:19:43.587106840
96	-6.2255573273	3.5366778374	06/15/2017 01:19:44.587401560
97	-6.0194249153	3.5209066868	06/15/2017 01:19:45.587726940
98	-2.3724379539	3.8005211353	06/15/2017 01:19:46.588043280
99	-6.2917170525	3.5199282169	06/15/2017 01:19:47.588358020
100	-2.4270796776	3.7906029224	06/15/2017 01:19:48.588697900
101	-5.7386345863	3.5586919785	06/15/2017 01:19:49.589041600
102	-1.0759881735	3.8966732025	06/15/2017 01:19:50.589392020
103	-1.3696279526	3.9094119072	06/15/2017 01:19:51.589725600
104	-6.6427960396	3.4990663528	06/15/2017 01:19:52.590065220
105	-2.1669054031	3.8064537048	06/15/2017 01:19:53.590421800
106	-0.26262813807	3.9857823849	06/15/2017 01:19:54.590749420
107	-2.3559839725	3.8412463665	06/15/2017 01:19:55.591094440
108	-1.0757664442	3.9277720451	06/15/2017 01:19:56.591381540
109	-6.3062024117	3.5306494236	06/15/2017 01:19:57.591717280
110	-6.1296038628	3.5026564598	06/15/2017 01:19:58.592065160
111	-0.18741624057	3.960354805	06/15/2017 01:19:59.592393940
112	-2.7895815372	3.802601099	06/15/2017 01:20:00.592744100
113	-1.8385514021	3.8604142666	06/15/2017 01:20:01.593150340
114	-5.4732260704	3.5846703053	06/15/2017 01:20:02.593536080
115	-1.7331155539	3.8471069336	06/15/2017 01:20:03.593846480
116	-2.5238859653	3.8117480278	06/15/2017 01:20:04.594176460
117	-1.34113276	3.8996109962	06/15/2017 01:20:05.594487220
118	-0.84423232079	3.9485712051	06/15/2017 01:20:06.594799480
119	-2.2323236465	3.8470320702	06/15/2017 01:20:07.595121780
120	-4.3826394081	3.6705551147	06/15/2017 01:20:08.595410800
121	-3.4574384689	3.7242860794	06/15/2017 01:20:09.595685020
122	-5.4562263489	3.5721871853	06/15/2017 01:20:10.596011860
123	-6.502989769	3.4726753235	06/15/2017 01:20:11.596356400
124	-6.7437281609	3.4406809807	06/15/2017 01:20:12.596671140
125	-0.52438640594	3.9178724289	06/15/2017 01:20:13.596964120
126	-6.6228513718	3.4879851341	06/15/2017 01:20:14.597299860
127	-4.5262985229	3.6075174809	06/15/2017 01:20:15.597612200
128	-0.67909508944	3.9176990986	06/15/2017 01:20:16.597894260
129	-3.4889361858	3.7295529842	06/15/2017 01:20:17.598217040
130	-5.6155171394	3.5455722809	06/15/2017 01:20:18.598532680
131	-6.244828701	3.4777498245	06/15/2017 01:20:19.598846840
132	-2.6467375755	3.7486770153	06/15/2017 01:20:20.599190880
133	-6.4404802322	3.4771802425	06/15/2017 01:20:21.599517500
134	-4.0039467812	3.638641119	06/15/2017 01:20:22.599822980
135	-6.0953173637	3.4894957542	06/15/2017 01:20:23.600188400
136	-4.358581543	3.6079947948	06/15/2017 01:20:24.600537680
137	-1.5284240246	3.8384344578	06/15/2017 01:20:25.600871140
138	-5.3570122719	3.5629866123	06/15/2017 01:20:26.601210260
139	-5.9714999199	3.4876999855	06/15/2017 01:20:27.601540760
140	-1.8075480461	3.8035490513	06/15/2017 01:20:28.601882820
141	-4.2463264465	3.6436944008	06/15/2017 01:20:29.602212980
142	-6.0366430283	3.4879498482	06/15/2017 01:20:30.602538280
143	-1.9013437033	3.7941496372	06/15/2017 01:20:31.602868660
144	-2.0495734215	3.8119661808	06/15/2017 01:20:32.603150540
145	-5.264901638	3.564208746	06/15/2017 01:20:33.603496980
146	-2.7364845276	3.7372245789	06/15/2017 01:20:34.603862800
147	-3.5379021168	3.6914372444	06/15/2017 01:20:35.604231260
148	-1.206895113	3.8677222729	06/15/2017 01:20:36.604610360
149	-1.2198286057	3.8852016926	06/15/2017 01:20:37.604918780
150	-2.3001146317	3.8050663471	06/15/2017 01:20:38.605232120
151	-0.9936016202	3.9007127285	06/15/2017 01:20:39.605544380
152	-0.77424222231	3.9285759926	06/15/2017 01:20:40.605869800
153	-2.3252956867	3.8130095005	06/15/2017 01:20:41.606417380
154	-3.1693999767	3.7381551266	06/15/2017 01:20:42.606752660
155	-6.2635245323	3.4908359051	06/15/2017 01:20:43.607086720
156	-1.3885719776	3.8434975147	06/15/2017 01:20:44.607390960
157	-5.8629798889	3.527561903	06/15/2017 01:20:45.607698940
158	-1.2055749893	3.8573846817	06/15/2017 01:20:46.607996140
159	-3.5893223286	3.703281641	06/15/2017 01:20:47.608326160
160	-6.0754203796	3.4952886105	06/15/2017 01:20:48.608635340
161	-3.6361067295	3.6639258862	06/15/2017 01:20:49.608937080
162	-3.9451985359	3.6529819965	06/15/2017 01:20:50.609268460
163	-2.9116208553	3.7305223942	06/15/2017 01:20:51.609582420
164	-3.010499239	3.7298429012	06/15/2017 01:20:52.609928780
165	-4.5271000862	3.6121461391	06/15/2017 01:20:53.610259840
166	-4.2962870598	3.6184198856	06/15/2017 01:20:54.610618600
167	-4.6838517189	3.5873999596	06/15/2017 01:20:55.610960600
168	-0.78218472004	3.8852951527	06/15/2017 01:20:56.611293760
169	-6.5766243935	3.4637825489	06/15/2017 01:20:57.611616900
170	-5.3813734055	3.5170822144	06/15/2017 01:20:58.611959120
171	-1.1498818398	3.8475277424	06/15/2017 01:20:59.612286280
172	-5.074213028	3.5727844238	06/15/2017 01:21:00.612618360
173	-5.6394848824	3.5033204556	06/15/2017 01:21:01.612900280
174	-3.5058457851	3.6609554291	06/15/2017 01:21:02.613184920
175	-1.5373790264	3.8260653019	06/15/2017 01:21:03.613520300
176	-4.2723236084	3.6298727989	06/15/2017 01:21:04.613848560
177	-4.1345043182	3.6231601238	06/15/2017 01:21:05.614185520
178	-6.0141582489	3.4759762287	06/15/2017 01:21:06.614431680
179	-1.1868106127	3.8347513676	06/15/2017 01:21:07.614748080
180	-4.3784170151	3.6196153164	06/15/2017 01:21:08.615076520
181	-1.8745045662	3.7940638065	06/15/2017 01:21:09.615504720
182	-1.8007589579	3.8166162968	06/15/2017 01:21:10.615819620
183	-0.16225855052	3.9465858936	06/15/2017 01:21:11.616152620
184	-0.8909689188	3.9045908451	06/15/2017 01:21:12.616490800
185	-0.56767141819	3.9288640022	06/15/2017 01:21:13.616785480
186	-0.15057478845	3.9658617973	06/15/2017 01:21:14.617128960
187	-5.2380137444	3.5790433884	06/15/2017 01:21:15.617414040
188	-3.6904287338	3.6644759178	06/15/2017 01:21:16.617674540
189	-3.5583155155	3.6796374321	06/15/2017 01:21:17.617960300
190	-4.3882637024	3.6144917011	06/15/2017 01:21:18.618239640
191	-4.9620676041	3.5624921322	06/15/2017 01:21:19.618540900
192	-2.0013589859	3.7843496799	06/15/2017 01:21:20.618829480
193	-1.0085996389	3.8794000149	06/15/2017 01:21:21.619111340
194	-0.8464486599	3.9015185833	06/15/2017 01:21:22.619354300
195	-4.7661309242	3.6035444736	06/15/2017 01:21:23.619617820
196	-4.6076083183	3.5899784565	06/15/2017 01:21:24.619876520
197	-0.064889885485	3.9370372295	06/15/2017 01:21:25.620150740
198	-4.6100811958	3.6162457466	06/15/2017 01:21:26.620440660
199	-5.9023404121	3.4886445999	06/15/2017 01:21:27.620733920
200	-5.5200228691	3.5047507286	06/15/2017 01:21:28.620997160
201	-0.1774636656	3.9147870541	06/15/2017 01:21:29.621255720
202	-4.8862366676	3.5861666203	06/15/2017 01:21:30.621518240
203	-1.1802225113	3.8443586826	06/15/2017 01:21:31.621811560
204	-5.3634004593	3.5442891121	06/15/2017 01:21:32.622093120
205	-4.7199611664	3.5673348904	06/15/2017 01:21:33.622401800
206	-3.6287136078	3.6513075829	06/15/2017 01:21:34.622664520
207	-3.9283537865	3.6333830357	06/15/2017 01:21:35.623002600
208	-1.1324721575	3.8466444016	06/15/2017 01:21:36.623295500
209	-2.1850788593	3.7845785618	06/15/2017 01:21:37.623563640
210	-2.9340569973	3.7232370377	06/15/2017 01:21:38.623851240
211	-6.2102093697	3.4658617973	06/15/2017 01:21:39.624137380
212	-6.1112098694	3.4496047497	06/15/2017 01:21:40.624408300
213	-5.3371658325	3.5039429665	06/15/2017 01:21:41.624691120
214	-3.9253242016	3.6137111187	06/15/2017 01:21:42.624965260
215	-6.4578905106	3.4249715805	06/15/2017 01:21:43.625289880
216	-0.24329391122	3.8873257637	06/15/2017 01:21:44.625561840
217	-6.5356435776	3.4404883385	06/15/2017 01:21:45.625862540
218	-0.53974753618	3.865780592	06/15/2017 01:21:46.626128760
219	-1.6458288431	3.8168251514	06/15/2017 01:21:47.626426880
220	-0.50224018097	3.9030191898	06/15/2017 01:21:48.626732900
221	-5.2944278717	3.5440709591	06/15/2017 01:21:49.627080460
222	-0.23075811565	3.9046466351	06/15/2017 01:21:50.627361940
223	-6.7232756615	3.4344377518	06/15/2017 01:21:51.627659920
224	-1.6688736677	3.7840898037	06/15/2017 01:21:52.627931500
225	-1.3343869448	3.8372857571	06/15/2017 01:21:53.628223160
226	-3.5432972908	3.6726896763	06/15/2017 01:21:54.628524640
227	-3.2214066982	3.6848242283	06/15/2017 01:21:55.628816320
228	-6.5349979401	3.429666996	06/15/2017 01:21:56.629123700
229	-0.74625378847	3.8521666527	06/15/2017 01:21:57.629422060
230	-5.1305751801	3.547921896	06/15/2017 01:21:58.629717600
231	-2.4321360588	3.7304832935	06/15/2017 01:21:59.630037800
232	-2.7530097961	3.7202355862	06/15/2017 01:22:00.630338120
233	-1.6291644573	3.8060131073	06/15/2017 01:22:01.630644640
234	-3.0021829605	3.7085828781	06/15/2017 01:22:02.630907680
235	-1.0705450773	3.8499114513	06/15/2017 01:22:03.631185900
236	-2.0261445045	3.7890205383	06/15/2017 01:22:04.631456280
237	-4.0335888863	3.6312403679	06/15/2017 01:22:05.631762260
238	-4.9993567467	3.543759346	06/15/2017 01:22:06.632077360
239	-1.3060458899	3.8181946278	06/15/2017 01:22:07.632384420
240	-1.0332591534	3.8602566719	06/15/2017 01:22:08.632685760
241	-6.0801210403	3.4773740768	06/15/2017 01:22:09.632976940
242	-4.1965842247	3.5909891129	06/15/2017 01:22:10.633271820
243	-1.84195292	3.7779023647	06/15/2017 01:22:11.633625880
244	-4.2832779884	3.6043441296	06/15/2017 01:22:12.633989800
245	-0.025591073558	3.9173159599	06/15/2017 01:22:13.634302900
246	-5.4803247452	3.5242366791	06/15/2017 01:22:14.634591040
247	-4.0776453018	3.6008951664	06/15/2017 01:22:15.634854460
248	-0.034035585821	3.9152719975	06/15/2017 01:22:16.635129520
249	-6.13829422	3.4715619087	06/15/2017 01:22:17.635437840
250	-5.9502906799	3.4506919384	06/15/2017 01:22:18.635745680
251	-1.0732792616	3.8204388618	06/15/2017 01:22:19.636022840
252	-0.049157969654	3.9267244339	06/15/2017 01:22:20.636282340
253	-1.7973653078	3.803791523	06/15/2017 01:22:21.636600460
254	-4.6919279099	3.5751719475	06/15/2017 01:22:22.636913700
255	-3.9126541615	3.6166195869	06/15/2017 01:22:23.637203680
256	-6.4833865166	3.4196274281	06/15/2017 01:22:24.637477640
257	-1.5548020601	3.7797820568	06/15/2017 01:22:25.637810480
258	-5.9272565842	3.4700498581	06/15/2017 01:22:26.638127040
259	-4.1306381226	3.5828273296	06/15/2017 01:22:27.638439040
260	-2.2480523586	3.7340581417	06/15/2017 01:22:28.638700200
261	-5.7037358284	3.4798374176	06/15/2017 01:22:29.638981440
262	-4.3050966263	3.5666384697	06/15/2017 01:22:30.639278460
263	-3.6452085972	3.6219174862	06/15/2017 01:22:31.639589600
264	-2.4129002094	3.7196872234	06/15/2017 01:22:32.639854040
265	-5.0227632523	3.5271372795	06/15/2017 01:22:33.640169320
266	-1.3367731571	3.7947752476	06/15/2017 01:22:34.640451940
267	-4.4688687325	3.5753004551	06/15/2017 01:22:35.640724120
268	-4.544301033	3.5525794029	06/15/2017 01:22:36.641028440
269	-3.7812230587	3.6079084873	06/15/2017 01:22:37.641298920
270	-2.1113796234	3.7388808727	06/15/2017 01:22:38.641589360
271	-3.2384376526	3.6628060341	06/15/2017 01:22:39.641840120
272	-6.300661087	3.4222431183	06/15/2017 01:22:40.642113740
273	-2.78424263	3.6722393036	06/15/2017 01:22:41.642391180
274	-5.3220739365	3.4943919182	06/15/2017 01:22:42.642685460
275	-3.7626554966	3.5991966724	06/15/2017 01:22:43.642991500
276	-5.0101532936	3.5098950863	06/15/2017 01:22:44.643277240
277	-5.0747523308	3.4965465069	06/15/2017 01:22:45.643555380
278	-4.7547078133	3.5181024075	06/15/2017 01:22:46.643839600
279	-2.8588173389	3.6635394096	06/15/2017 01:22:47.644162440
280	-3.1619784832	3.6510827541	06/15/2017 01:22:48.644499380
281	-1.6791287661	3.7646741867	06/15/2017 01:22:49.644808960
282	-4.9038171768	3.5274608135	06/15/2017 01:22:50.645112760
283	-1.244017601	3.7902891636	06/15/2017 01:22:51.645413940
284	-5.9983096123	3.4458098412	06/15/2017 01:22:52.645712160
285	-0.85628646612	3.8135302067	06/15/2017 01:22:53.645985580
286	-2.6669464111	3.7024066448	06/15/2017 01:22:54.646299580
287	-0.23512880504	3.8818688393	06/15/2017 01:22:55.646625300
288	-2.975369215	3.687887907	06/15/2017 01:22:56.646930060
289	-1.2692809105	3.8058681488	06/15/2017 01:22:57.647269780
290	-3.2060172558	3.6674568653	06/15/2017 01:22:58.647585900
291	-6.0943069458	3.4361782074	06/15/2017 01:22:59.647913360
292	-0.86406368017	3.8170387745	06/15/2017 01:23:00.648238240
293	-6.1021990776	3.4425749779	06/15/2017 01:23:01.648538840
294	-4.6880927086	3.5221910477	06/15/2017 01:23:02.648838000
295	-1.6558320522	3.7573034763	06/15/2017 01:23:03.649193100
296	-1.9611794949	3.7507619858	06/15/2017 01:23:04.649531000
297	-4.9671106339	3.5218515396	06/15/2017 01:23:05.649797800
298	-5.6872229576	3.4492185116	06/15/2017 01:23:06.650108400
299	-0.61784476042	3.8292360306	06/15/2017 01:23:07.650397520
300	-0.66520851851	3.8529188633	06/15/2017 01:23:08.650681280
301	-6.1999111176	3.4342246056	06/15/2017 01:23:09.650962720
302	-5.4869737625	3.457978487	06/15/2017 01:23:10.651291140
303	-5.0014047623	3.4928042889	06/15/2017 01:23:11.651627880
304	-1.4695891142	3.7626359463	06/15/2017 01:23:12.651912440
305	-6.1875729561	3.420643568	06/15/2017 01:23:13.652252100
306	-1.3150185347	3.7684817314	06/15/2017 01:23:14.652577780
307	-3.2249360085	3.6471614838	06/15/2017 01:23:15.652892960
308	-3.1439597607	3.645642519	06/15/2017 01:23:16.653177780
309	-6.704387188	3.3727779388	06/15/2017 01:23:17.653449780
310	-1.736005187	3.7314100266	06/15/2017 01:23:18.653734580
311	-1.2780077457	3.7907783985	06/15/2017 01:23:19.654019780
312	-3.4930083752	3.6277551651	06/15/2017 01:23:20.654309680
313	-5.8432583809	3.4373235703	06/15/2017 01:23:21.654602480
314	-2.1653864384	3.7030200958	06/15/2017 01:23:22.654895980
315	-0.86384880543	3.8200688362	06/15/2017 01:23:23.655177140
316	-3.8017847538	3.6058547497	06/15/2017 01:23:24.655507460
317	-0.074542306364	3.8765118122	06/15/2017 01:23:25.655825940
318	-4.8992414474	3.5285089016	06/15/2017 01:23:26.656119600
319	-6.5053443909	3.3810844421	06/15/2017 01:23:27.656462340
320	-4.5229234695	3.5185036659	06/15/2017 01:23:28.656778080
321	-3.1755099297	3.6274015903	06/15/2017 01:23:29.657085000
322	-4.687898159	3.518201828	06/15/2017 01:23:30.657393500
323	-2.2163167	3.6986832619	06/15/2017 01:23:31.657690740
324	-3.1547558308	3.6396667957	06/15/2017 01:23:32.657998660
325	-1.8453140259	3.736256361	06/15/2017 01:23:33.658292980
326	-3.767683506	3.5972895622	06/15/2017 01:23:34.658607900
327	-6.5114040375	3.3777058125	06/15/2017 01:23:35.658912600
328	-3.8146409988	3.5659341812	06/15/2017 01:23:36.659256680
329	-4.0197944641	3.5604319572	06/15/2017 01:23:37.659573720
330	-2.6032030582	3.6672604084	06/15/2017 01:23:38.659886520
331	-0.78689068556	3.8136544228	06/15/2017 01:23:39.660195520
332	-1.102897048	3.8018712997	06/15/2017 01:23:40.660552720
333	-4.6581935883	3.5328998566	06/15/2017 01:23:41.660911600
334	-2.9096078873	3.6479167938	06/15/2017 01:23:42.661182600
335	-3.7432525158	3.5908412933	06/15/2017 01:23:43.661487880
336	-5.847826004	3.424926281	06/15/2017 01:23:44.661812960
337	-0.40068301558	3.8270680904	06/15/2017 01:23:45.662103340
338	-1.8592951298	3.7432620525	06/15/2017 01:23:46.662383600
339	-3.0327372551	3.6506514549	06/15/2017 01:23:47.662664620
340	-4.5903730392	3.5262825489	06/15/2017 01:23:48.662953880
341	-4.3133583069	3.5373039246	06/15/2017 01:23:49.663264560
342	-2.7324202061	3.6563620567	06/15/2017 01:23:50.663600860
343	-0.73475116491	3.8159577847	06/15/2017 01:23:51.663907060
344	-0.99578529596	3.808588028	06/15/2017 01:23:52.664186100
345	-5.6861667633	3.453410387	06/15/2017 01:23:53.664455400
346	-2.6873862743	3.6573204994	06/15/2017 01:23:54.664755160
347	-1.0443761349	3.7942099571	06/15/2017 01:23:55.665071780
348	-3.0067648888	3.6549224854	06/15/2017 01:23:56.665383660
349	-5.2077202797	3.4787034988	06/15/2017 01:23:57.665713580
350	-5.9666090012	3.4066238403	06/15/2017 01:23:58.666006860
351	-2.8716447353	3.6341571808	06/15/2017 01:23:59.666304580
352	-1.3814702034	3.7609696388	06/15/2017 01:24:00.666649640
353	-5.1889586449	3.4803214073	06/15/2017 01:24:01.667003520
354	-5.6637573242	3.4247086048	06/15/2017 01:24:02.667321720
355	-1.7624908686	3.7156965733	06/15/2017 01:24:03.667679120
356	-6.291208744	3.3884689808	06/15/2017 01:24:04.668025060
357	-5.0621232986	3.4590470791	06/15/2017 01:24:05.668322560
358	-2.0963637829	3.687240839	06/15/2017 01:24:06.668715040
359	-4.7037639618	3.503115654	06/15/2017 01:24:07.669028140
360	-1.1684422493	3.7604532242	06/15/2017 01:24:08.669306000
361	-5.9605369568	3.4127745628	06/15/2017 01:24:09.669602760
362	-1.8176635504	3.7051193714	06/15/2017 01:24:10.669891420
363	-5.4027247429	3.450373888	06/15/2017 01:24:11.670211840
364	-0.11183674634	3.836117506	06/15/2017 01:24:12.670525740
365	-4.0879030228	3.559648037	06/15/2017 01:24:13.670884600
366	-5.5778493881	3.4287800789	06/15/2017 01:24:14.671214540
367	-0.80971443653	3.7814595699	06/15/2017 01:24:15.671526560
368	-1.8675345182	3.7240092754	06/15/2017 01:24:16.671977220
369	-4.6321973801	3.5119717121	06/15/2017 01:24:17.672495520
370	-4.0003795624	3.5457975864	06/15/2017 01:24:18.672804180
371	-0.022211601958	3.8490200043	06/15/2017 01:24:19.673089920
372	-0.050167933106	3.8677675724	06/15/2017 01:24:20.673421000
373	-5.6149702072	3.449618578	06/15/2017 01:24:21.673708360
374	-3.3599255085	3.5941126347	06/15/2017 01:24:22.674033340
375	-4.9428248405	3.480120182	06/15/2017 01:24:23.674364440
376	-6.473115921	3.3532803059	06/15/2017 01:24:24.674711460
377	-3.3762848377	3.5776596069	06/15/2017 01:24:25.675058040
378	-3.1486794949	3.6070995331	06/15/2017 01:24:26.675374440
379	-6.3816351891	3.3620798588	06/15/2017 01:24:27.675705360
380	-3.3813483715	3.5732364655	06/15/2017 01:24:28.676005080
381	-3.4343061447	3.5810089111	06/15/2017 01:24:29.676326260
382	-0.46161177754	3.8078687191	06/15/2017 01:24:30.676670480
383	-1.1503354311	3.7722702026	06/15/2017 01:24:31.676989220
384	-0.5472869277	3.8192315102	06/15/2017 01:24:32.677311320
385	-0.91845369339	3.7970244884	06/15/2017 01:24:33.677624160
386	-4.3397755623	3.5383844376	06/15/2017 01:24:34.677946340
387	-5.6283268929	3.4233188629	06/15/2017 01:24:35.678276340
388	-5.5699634552	3.4163863659	06/15/2017 01:24:36.678568660
389	-4.27186203	3.510406971	06/15/2017 01:24:37.678910840
390	-4.9841480255	3.4591600895	06/15/2017 01:24:38.679232580
391	-3.0901434422	3.5982136726	06/15/2017 01:24:39.679558080
392	-4.7383284569	3.4805994034	06/15/2017 01:24:40.679875920
393	-6.2503833771	3.3565371037	06/15/2017 01:24:41.680177600
394	-0.24548025429	3.8037691116	06/15/2017 01:24:42.680476000
395	-3.9180009365	3.5531394482	06/15/2017 01:24:43.680776460
396	-2.6838214397	3.6328680515	06/15/2017 01:24:44.681096160
397	-0.27309122682	3.8214800358	06/15/2017 01:24:45.681415840
398	-0.84778726101	3.7918534279	06/15/2017 01:24:46.681729120
399	-4.1668424606	3.5413224697	06/15/2017 01:24:47.682047400
400	-6.6600389481	3.3357503414	06/15/2017 01:24:48.682367820
401	-1.6614178419	3.6992771626	06/15/2017 01:24:49.682712380
402	-1.1326133013	3.7603878975	06/15/2017 01:24:50.683123060
403	-1.5911694765	3.7314708233	06/15/2017 01:24:51.683498740
404	-3.5218417645	3.5854086876	06/15/2017 01:24:52.683851080
405	-2.1945586205	3.677324295	06/15/2017 01:24:53.684170460
406	-4.8901376724	3.4778120518	06/15/2017 01:24:54.684510020
407	-3.2575175762	3.5879483223	06/15/2017 01:24:55.684870280
408	-1.3579970598	3.7372319698	06/15/2017 01:24:56.685190060
409	-3.3460388184	3.5962059498	06/15/2017 01:24:57.685501660
410	-6.5436029434	3.3445978165	06/15/2017 01:24:58.685833580
411	-5.4260725975	3.4106793404	06/15/2017 01:24:59.686133740
412	-0.71689611673	3.7687838078	06/15/2017 01:25:00.686431240
