nIteration:	Current:	Voltage:	Time:
1126	1.100071311	3.9002387524	06/15/2017 05:17:51.441138980
1127	1.100073576	3.9003732204	06/15/2017 05:17:52.440549520
1128	1.1000803709	3.9005010128	06/15/2017 05:17:53.439918940
1129	1.1000794172	3.9006371498	06/15/2017 05:17:54.439298460
1130	1.1000674963	3.9007647038	06/15/2017 05:17:55.438670400
1131	1.1000729799	3.9008889198	06/15/2017 05:17:56.438042420
1132	1.1000750065	3.9010219574	06/15/2017 05:17:57.437405040
1133	1.1000742912	3.9011571407	06/15/2017 05:17:58.436734180
1134	1.1000776291	3.9012892246	06/15/2017 05:17:59.436062240
1135	1.1000765562	3.9014253616	06/15/2017 05:18:00.435406500
1136	1.100070715	3.9015479088	06/15/2017 05:18:01.434770220
1137	1.1000703573	3.9016804695	06/15/2017 05:18:02.434143600
1138	1.1000742912	3.9018113613	06/15/2017 05:18:03.433499220
1139	1.1000728607	3.9019415379	06/15/2017 05:18:04.432861740
1140	1.1000709534	3.9020700455	06/15/2017 05:18:05.432217100
1141	1.1000697613	3.9022068977	06/15/2017 05:18:06.431578560
1142	1.1000742912	3.9023499489	06/15/2017 05:18:07.430929880
1143	1.1000733376	3.9024758339	06/15/2017 05:18:08.430294120
1144	1.1000736952	3.9026038647	06/15/2017 05:18:09.429596900
1145	1.1000801325	3.9027407169	06/15/2017 05:18:10.428943500
1146	1.1000683308	3.9028730392	06/15/2017 05:18:11.428275480
1147	1.1000742912	3.9029979706	06/15/2017 05:18:12.427613440
1148	1.1000680923	3.9031357765	06/15/2017 05:18:13.426904300
1149	1.1000753641	3.9032645226	06/15/2017 05:18:14.426236920
1150	1.1000759602	3.9033985138	06/15/2017 05:18:15.425557000
1151	1.1000730991	3.9035243988	06/15/2017 05:18:16.424954840
1152	1.1000752449	3.90366745	06/15/2017 05:18:17.424300860
1153	1.100077033	3.9038014412	06/15/2017 05:18:18.423635700
1154	1.1000785828	3.9039285183	06/15/2017 05:18:19.423027840
1155	1.100075841	3.9040668011	06/15/2017 05:18:20.422372020
1156	1.1000677347	3.9041912556	06/15/2017 05:18:21.421714900
1157	1.1000734568	3.9043259621	06/15/2017 05:18:22.421052700
1158	1.1000708342	3.9044549465	06/15/2017 05:18:23.420415600
1159	1.1000663042	3.9045956135	06/15/2017 05:18:24.419731560
1160	1.1000783443	3.9047243595	06/15/2017 05:18:25.419071600
1161	1.1000782251	3.9048607349	06/15/2017 05:18:26.418430600
1162	1.1000733376	3.9049968719	06/15/2017 05:18:27.417777140
1163	1.1000720263	3.9051306248	06/15/2017 05:18:28.417211440
1164	1.1000732183	3.9052639008	06/15/2017 05:18:29.416508420
1165	1.1000752449	3.9053959846	06/15/2017 05:18:30.415815340
1166	1.1000767946	3.9055345058	06/15/2017 05:18:31.415150200
1167	1.1000732183	3.9056575298	06/15/2017 05:18:32.415847080
1168	1.1000750065	3.9057967663	06/15/2017 05:18:33.415240780
1169	1.1000715494	3.9059329033	06/15/2017 05:18:34.414606440
1170	1.1000672579	3.9060614109	06/15/2017 05:18:35.414011560
1171	1.1000722647	3.9061889648	06/15/2017 05:18:36.413420220
1172	1.100070715	3.9063308239	06/15/2017 05:18:37.412813120
1173	1.1000701189	3.9064588547	06/15/2017 05:18:38.412208140
1174	1.1000722647	3.9066028595	06/15/2017 05:18:39.411569140
1175	1.1000777483	3.9067342281	06/15/2017 05:18:40.410895160
1176	1.1000714302	3.9068622589	06/15/2017 05:18:41.410213520
1177	1.1000705957	3.9069964886	06/15/2017 05:18:42.409563660
1178	1.1000716686	3.9071321487	06/15/2017 05:18:43.408887180
1179	1.1000746489	3.9072678089	06/15/2017 05:18:44.408240120
1180	1.100070715	3.9073987007	06/15/2017 05:18:45.407567700
1181	1.1000689268	3.9075362682	06/15/2017 05:18:46.406897780
1182	1.1000794172	3.9076712132	06/15/2017 05:18:47.406304840
1183	1.1000750065	3.907800436	06/15/2017 05:18:48.405666340
1184	1.1000757217	3.9079341888	06/15/2017 05:18:49.405045800
1185	1.1000742912	3.9080719948	06/15/2017 05:18:50.404369300
1186	1.1000772715	3.9082045555	06/15/2017 05:18:51.403708560
1187	1.1000732183	3.9083406925	06/15/2017 05:18:52.403063420
1188	1.1000703573	3.9084744453	06/15/2017 05:18:53.402393860
1189	1.1000709534	3.9086003304	06/15/2017 05:18:54.401751680
1190	1.1000742912	3.9087462425	06/15/2017 05:18:55.401112220
1191	1.1000738144	3.9088821411	06/15/2017 05:18:56.400476340
1192	1.1000710726	3.9090106487	06/15/2017 05:18:57.399839460
1193	1.1000725031	3.9091486931	06/15/2017 05:18:58.399226060
1194	1.1000745296	3.9092822075	06/15/2017 05:18:59.398592320
1195	1.1000742912	3.9094135761	06/15/2017 05:19:00.397973100
1196	1.1000732183	3.9095520973	06/15/2017 05:19:01.397332680
1197	1.1000753641	3.9096865654	06/15/2017 05:19:02.396772660
1198	1.1000699997	3.9098215103	06/15/2017 05:19:03.396180840
1199	1.1000688076	3.9099538326	06/15/2017 05:19:04.395503440
1200	1.1000673771	3.9100911617	06/15/2017 05:19:05.395107180
1201	1.1000729799	3.9102313519	06/15/2017 05:19:06.394444020
1202	1.1000636816	3.9103615284	06/15/2017 05:19:07.393801520
1203	1.1000678539	3.9104979038	06/15/2017 05:19:08.393150620
1204	1.1000669003	3.9106309414	06/15/2017 05:19:09.392527160
1205	1.1000626087	3.9107661247	06/15/2017 05:19:10.391845300
1206	1.1000717878	3.9109046459	06/15/2017 05:19:11.391242800
1207	1.1000753641	3.9110410213	06/15/2017 05:19:12.390625500
1208	1.1000722647	3.9111690521	06/15/2017 05:19:13.389968600
1209	1.1000689268	3.9113092422	06/15/2017 05:19:14.389328280
1210	1.1000674963	3.9114410877	06/15/2017 05:19:15.388644200
1211	1.1000674963	3.9115755558	06/15/2017 05:19:16.387983940
1212	1.1000752449	3.9117183685	06/15/2017 05:19:17.387341340
1213	1.1000711918	3.9118559361	06/15/2017 05:19:18.386733840
1214	1.1000722647	3.9119906425	06/15/2017 05:19:19.386071880
1215	1.1000775099	3.9121217728	06/15/2017 05:19:20.385442340
1216	1.1000736952	3.9122605324	06/15/2017 05:19:21.384791700
1217	1.1000727415	3.9123961926	06/15/2017 05:19:22.384163180
1218	1.1000726223	3.912530899	06/15/2017 05:19:23.383520580
1219	1.1000717878	3.9126627445	06/15/2017 05:19:24.382894400
1220	1.1000698805	3.9128017426	06/15/2017 05:19:25.382233460
1221	1.1000703573	3.9129395485	06/15/2017 05:19:26.381602120
1222	1.100069046	3.9130747318	06/15/2017 05:19:27.380951200
1223	1.1000711918	3.9132144451	06/15/2017 05:19:28.380265500
1224	1.1000664234	3.9133441448	06/15/2017 05:19:29.379640380
1225	1.1000726223	3.9134793282	06/15/2017 05:19:30.378978880
1226	1.1000680923	3.9136152267	06/15/2017 05:19:31.378338000
1227	1.1000698805	3.9137537479	06/15/2017 05:19:32.377728440
1228	1.1000679731	3.9138898849	06/15/2017 05:19:33.377114240
1229	1.1000705957	3.9140257835	06/15/2017 05:19:34.376473260
1230	1.1000697613	3.9141645432	06/15/2017 05:19:35.375879620
1231	1.1000729799	3.9142978191	06/15/2017 05:19:36.375425640
1232	1.1000649929	3.9144327641	06/15/2017 05:19:37.374790440
1233	1.1000598669	3.9145696163	06/15/2017 05:19:38.374153000
1234	1.1000669003	3.9147064686	06/15/2017 05:19:39.373500580
1235	1.1000653505	3.9148433208	06/15/2017 05:19:40.373026520
1236	1.1000628471	3.9149780273	06/15/2017 05:19:41.372373660
1237	1.1000673771	3.9151132107	06/15/2017 05:19:42.371761720
1238	1.1000689268	3.9152576923	06/15/2017 05:19:43.371100460
1239	1.1000657082	3.9153950214	06/15/2017 05:19:44.370461960
1240	1.1000670195	3.9155287743	06/15/2017 05:19:45.369793480
1241	1.1000670195	3.9156634808	06/15/2017 05:19:46.369150880
1242	1.1000715494	3.9157984257	06/15/2017 05:19:47.368519940
1243	1.1000730991	3.9159386158	06/15/2017 05:19:48.367910720
1244	1.100071907	3.9160766602	06/15/2017 05:19:49.367269640
1245	1.1000669003	3.9162085056	06/15/2017 05:19:50.366629880
1246	1.1000716686	3.9163448811	06/15/2017 05:19:51.365949020
1247	1.1000680923	3.9164869785	06/15/2017 05:19:52.365356560
1248	1.1000680923	3.9166254997	06/15/2017 05:19:53.364865760
1249	1.1000663042	3.9167685509	06/15/2017 05:19:54.364184380
1250	1.1000701189	3.9168992043	06/15/2017 05:19:55.363535220
1251	1.1000703573	3.9170372486	06/15/2017 05:19:56.362861940
1252	1.1000721455	3.9171800613	06/15/2017 05:19:57.362184680
1253	1.1000671387	3.9173066616	06/15/2017 05:19:58.361543380
1254	1.1000702381	3.917453289	06/15/2017 05:19:59.360915700
1255	1.1000679731	3.9175915718	06/15/2017 05:20:00.360256680
1256	1.1000709534	3.9177253246	06/15/2017 05:20:01.359607060
1257	1.100066781	3.9178643227	06/15/2017 05:20:02.359017720
1258	1.1000638008	3.918002367	06/15/2017 05:20:03.358395640
1259	1.1000597477	3.9181363583	06/15/2017 05:20:04.357721700
1260	1.1000710726	3.9182770252	06/15/2017 05:20:05.357100640
1261	1.1000688076	3.9184193611	06/15/2017 05:20:06.356466560
1262	1.100061655	3.9185431004	06/15/2017 05:20:07.355848020
1263	1.1000629663	3.9186935425	06/15/2017 05:20:08.355210740
1264	1.1000696421	3.9188320637	06/15/2017 05:20:09.354574020
1265	1.1000688076	3.9189665318	06/15/2017 05:20:10.353914080
1266	1.1000673771	3.9191071987	06/15/2017 05:20:11.353227320
1267	1.1000716686	3.91923666	06/15/2017 05:20:12.352550380
1268	1.1000670195	3.91938591	06/15/2017 05:20:13.351868840
1269	1.1000732183	3.9195199013	06/15/2017 05:20:14.351174700
1270	1.1000678539	3.9196662903	06/15/2017 05:20:15.350501340
1271	1.100077033	3.9197897911	06/15/2017 05:20:16.349853860
1272	1.1000716686	3.9199354649	06/15/2017 05:20:17.349274920
1273	1.1000752449	3.9200735092	06/15/2017 05:20:18.348632680
1274	1.1000705957	3.9202070236	06/15/2017 05:20:19.347960180
1275	1.1000691652	3.9203460217	06/15/2017 05:20:20.347341440
1276	1.1000680923	3.9204931259	06/15/2017 05:20:21.346667220
1277	1.1000736952	3.9206261635	06/15/2017 05:20:22.346046320
1278	1.1000709534	3.9207668304	06/15/2017 05:20:23.345391800
1279	1.1000692844	3.9209022522	06/15/2017 05:20:24.344742280
1280	1.1000747681	3.9210498333	06/15/2017 05:20:25.344080140
1281	1.1000759602	3.9211833477	06/15/2017 05:20:26.343450360
1282	1.1000721455	3.9213163853	06/15/2017 05:20:27.342848400
1283	1.1000756025	3.9214577675	06/15/2017 05:20:28.342205900
1284	1.100075841	3.9215989113	06/15/2017 05:20:29.341550360
1285	1.1000722647	3.9217383862	06/15/2017 05:20:30.340903580
1286	1.1000781059	3.9218730927	06/15/2017 05:20:31.340262540
1287	1.1000627279	3.9220116138	06/15/2017 05:20:32.339641120
1288	1.1000676155	3.9221458435	06/15/2017 05:20:33.338977440
1289	1.1000733376	3.9222962856	06/15/2017 05:20:34.338328380
1290	1.1000692844	3.9224348068	06/15/2017 05:20:35.337718380
1291	1.1000747681	3.9225771427	06/15/2017 05:20:36.337086420
1292	1.1000654697	3.9227023125	06/15/2017 05:20:37.336433660
1293	1.1000759602	3.9228522778	06/15/2017 05:20:38.335793240
1294	1.1000721455	3.9229836464	06/15/2017 05:20:39.335169720
1295	1.1000729799	3.9231271744	06/15/2017 05:20:40.334515220
1296	1.1000702381	3.9232649803	06/15/2017 05:20:41.333891880
1297	1.1000753641	3.9234080315	06/15/2017 05:20:42.333256520
1298	1.1000744104	3.9235491753	06/15/2017 05:20:43.332602020
1299	1.1000778675	3.9236869812	06/15/2017 05:20:44.331960720
1300	1.1000729799	3.9238212109	06/15/2017 05:20:45.331272980
1301	1.1000726223	3.9239590168	06/15/2017 05:20:46.330646960
1302	1.1000740528	3.9241123199	06/15/2017 05:20:47.330004080
1303	1.1000734568	3.924243927	06/15/2017 05:20:48.329346140
1304	1.1000730991	3.9243860245	06/15/2017 05:20:49.328693200
1305	1.1000716686	3.9245178699	06/15/2017 05:20:50.328053740
1306	1.1000722647	3.9246659279	06/15/2017 05:20:51.327380140
1307	1.1000728607	3.9247982502	06/15/2017 05:20:52.326782540
1308	1.1000701189	3.9249308109	06/15/2017 05:20:53.326130160
1309	1.100071311	3.9250807762	06/15/2017 05:20:54.325474360
1310	1.1000717878	3.9252228737	06/15/2017 05:20:55.324785820
1311	1.1000686884	3.9253652096	06/15/2017 05:20:56.324155420
1312	1.1000653505	3.9255032539	06/15/2017 05:20:57.323492560
1313	1.1000691652	3.9256336689	06/15/2017 05:20:58.322882180
1314	1.1000732183	3.9257819653	06/15/2017 05:20:59.322228140
1315	1.1000698805	3.9259138107	06/15/2017 05:21:00.321556140
1316	1.1000705957	3.9260540009	06/15/2017 05:21:01.320928840
1317	1.1000784636	3.9261984825	06/15/2017 05:21:02.320288480
1318	1.1000752449	3.9263460636	06/15/2017 05:21:03.319649460
1319	1.1000733376	3.9264862537	06/15/2017 05:21:04.318998860
1320	1.1000723839	3.9266221523	06/15/2017 05:21:05.318373860
1321	1.1000685692	3.9267561436	06/15/2017 05:21:06.317740540
1322	1.1000701189	3.9269006252	06/15/2017 05:21:07.317109960
1323	1.1000698805	3.927043438	06/15/2017 05:21:08.316427560
1324	1.1000742912	3.9271798134	06/15/2017 05:21:09.315794860
1325	1.1000708342	3.9273154736	06/15/2017 05:21:10.315146580
1326	1.1000785828	3.9274616241	06/15/2017 05:21:11.314507280
1327	1.1000747681	3.92760396	06/15/2017 05:21:12.313862960
1328	1.1000765562	3.9277470112	06/15/2017 05:21:13.313221260
1329	1.1000723839	3.927883625	06/15/2017 05:21:14.312556740
1330	1.100077033	3.9280207157	06/15/2017 05:21:15.311921280
1331	1.1000750065	3.9281699657	06/15/2017 05:21:16.311323720
1332	1.1000732183	3.9283013344	06/15/2017 05:21:17.310694420
1333	1.1000757217	3.9284403324	06/15/2017 05:21:18.310030700
1334	1.1000746489	3.928586483	06/15/2017 05:21:19.309394580
1335	1.1000720263	3.9287295341	06/15/2017 05:21:20.308727020
1336	1.100071311	3.9288728237	06/15/2017 05:21:21.308086980
1337	1.100070715	3.9290089607	06/15/2017 05:21:22.307399080
1338	1.1000753641	3.9291584492	06/15/2017 05:21:23.306734320
1339	1.1000753641	3.9293036461	06/15/2017 05:21:24.306064140
1340	1.1000720263	3.9294290543	06/15/2017 05:21:25.305387560
1341	1.1000730991	3.9295706749	06/15/2017 05:21:26.304714300
1342	1.100075841	3.9297232628	06/15/2017 05:21:27.304039600
1343	1.1000722647	3.9298565388	06/15/2017 05:21:28.303363980
1344	1.1000761986	3.9300074577	06/15/2017 05:21:29.302711740
1345	1.1000756025	3.9301393032	06/15/2017 05:21:30.302081000
1346	1.1000747681	3.9302806854	06/15/2017 05:21:31.301415480
1347	1.100071311	3.9304294586	06/15/2017 05:21:32.300769180
1348	1.100066781	3.9305679798	06/15/2017 05:21:33.300110120
1349	1.1000709534	3.9307074547	06/15/2017 05:21:34.299448020
1350	1.1000657082	3.9308466911	06/15/2017 05:21:35.298822980
1351	1.10006845	3.9309916496	06/15/2017 05:21:36.298198280
1352	1.1000751257	3.9311280251	06/15/2017 05:21:37.297559440
1353	1.1000733376	3.9312720299	06/15/2017 05:21:38.296955080
1354	1.1000730991	3.9314124584	06/15/2017 05:21:39.296347380
1355	1.1000672579	3.9315500259	06/15/2017 05:21:40.295761920
1356	1.1000750065	3.9316999912	06/15/2017 05:21:41.295152760
1357	1.1000688076	3.9318389893	06/15/2017 05:21:42.294554520
1358	1.1000676155	3.9319839478	06/15/2017 05:21:43.294203840
1359	1.1000714302	3.9321231842	06/15/2017 05:21:44.293580760
1360	1.1000697613	3.9322686195	06/15/2017 05:21:45.292916880
1361	1.1000696421	3.9324054718	06/15/2017 05:21:46.292327640
1362	1.1000711918	3.9325506687	06/15/2017 05:21:47.291650100
1363	1.1000709534	3.9326922894	06/15/2017 05:21:48.291220280
1364	1.1000672579	3.932826519	06/15/2017 05:21:49.290589660
1365	1.1000665426	3.9329743385	06/15/2017 05:21:50.289924380
1366	1.1000695229	3.9331185818	06/15/2017 05:21:51.289287940
1367	1.1000673771	3.9332611561	06/15/2017 05:21:52.288651580
1368	1.1000697613	3.9334037304	06/15/2017 05:21:53.287996860
1369	1.1000733376	3.9335505962	06/15/2017 05:21:54.287328120
1370	1.1000647545	3.9336853027	06/15/2017 05:21:55.286722220
1371	1.1000648737	3.9338340759	06/15/2017 05:21:56.286051180
1372	1.1000725031	3.933973074	06/15/2017 05:21:57.285419040
1373	1.1000672579	3.934114933	06/15/2017 05:21:58.284765100
1374	1.1000653505	3.934252739	06/15/2017 05:21:59.284149200
1375	1.100070715	3.9344034195	06/15/2017 05:22:00.283509480
1376	1.1000699997	3.9345412254	06/15/2017 05:22:01.282915960
1377	1.1000699997	3.9346826077	06/15/2017 05:22:02.282272900
1378	1.1000663042	3.9348258972	06/15/2017 05:22:03.281657280
1379	1.1000729799	3.9349763393	06/15/2017 05:22:04.281018520
1380	1.1000714302	3.9351098537	06/15/2017 05:22:05.280380080
1381	1.1000717878	3.9352600574	06/15/2017 05:22:06.279742260
1382	1.1000698805	3.9353969097	06/15/2017 05:22:07.279123980
1383	1.1000685692	3.9355397224	06/15/2017 05:22:08.278504720
1384	1.1000648737	3.9356930256	06/15/2017 05:22:09.277882240
1385	1.1000704765	3.9358313084	06/15/2017 05:22:10.277276640
1386	1.1000694036	3.9359714985	06/15/2017 05:22:11.276634420
1387	1.1000740528	3.9361138344	06/15/2017 05:22:12.275984700
1388	1.100069046	3.9362506866	06/15/2017 05:22:13.275354400
1389	1.1000660658	3.9364044666	06/15/2017 05:22:14.274693300
1390	1.1000701189	3.9365439415	06/15/2017 05:22:15.274111680
1391	1.1000729799	3.9366881847	06/15/2017 05:22:16.273503800
1392	1.1000708342	3.936832428	06/15/2017 05:22:17.272840060
1393	1.1000664234	3.9369692802	06/15/2017 05:22:18.272220340
1394	1.1000753641	3.9371187687	06/15/2017 05:22:19.271556480
1395	1.1000708342	3.9372599125	06/15/2017 05:22:20.270923820
1396	1.1000753641	3.9374098778	06/15/2017 05:22:21.270272480
1397	1.1000711918	3.9375474453	06/15/2017 05:22:22.269641240
1398	1.1000691652	3.9376907349	06/15/2017 05:22:23.268979880
1399	1.1000727415	3.9378354549	06/15/2017 05:22:24.268348540
1400	1.100070715	3.9379780293	06/15/2017 05:22:25.267689560
1401	1.1000692844	3.9381232262	06/15/2017 05:22:26.267045060
1402	1.1000697613	3.9382660389	06/15/2017 05:22:27.266373900
1403	1.1000721455	3.9384088516	06/15/2017 05:22:28.265708220
1404	1.1000745296	3.9385533333	06/15/2017 05:22:29.265012760
1405	1.10006845	3.9386973381	06/15/2017 05:22:30.264423060
1406	1.1000791788	3.9388384819	06/15/2017 05:22:31.263800180
1407	1.1000709534	3.9389772415	06/15/2017 05:22:32.263446820
1408	1.1000653505	3.9391200542	06/15/2017 05:22:33.262781380
1409	1.1000614166	3.9392645359	06/15/2017 05:22:34.262164540
1410	1.1000723839	3.9394159317	06/15/2017 05:22:35.261519820
1411	1.1000694036	3.9395561218	06/15/2017 05:22:36.260888140
1412	1.1000721455	3.9397060871	06/15/2017 05:22:37.260238400
1413	1.1000697613	3.9398419857	06/15/2017 05:22:38.259603680
1414	1.100065589	3.9399876595	06/15/2017 05:22:39.258951660
1415	1.1000698805	3.9401347637	06/15/2017 05:22:40.258362040
1416	1.1000646353	3.940274477	06/15/2017 05:22:41.257705600
1417	1.10006845	3.940423727	06/15/2017 05:22:42.257078100
1418	1.1000747681	3.9405632019	06/15/2017 05:22:43.256436000
1419	1.1000680923	3.9407074451	06/15/2017 05:22:44.255800420
1420	1.1000748873	3.9408533573	06/15/2017 05:22:45.255178600
1421	1.1000698805	3.9409947395	06/15/2017 05:22:46.254616480
1422	1.1000742912	3.9411511421	06/15/2017 05:22:47.254175400
1423	1.1000733376	3.9412884712	06/15/2017 05:22:48.253567100
1424	1.1000738144	3.9414386749	06/15/2017 05:22:49.252928060
1425	1.1000775099	3.9415786266	06/15/2017 05:22:50.252288560
1426	1.1000757217	3.9417302608	06/15/2017 05:22:51.251650700
1427	1.1000732183	3.9418644905	06/15/2017 05:22:52.251000840
1428	1.1000726223	3.9420120716	06/15/2017 05:22:53.250362520
1429	1.1000771523	3.9421601295	06/15/2017 05:22:54.249732940
1430	1.1000761986	3.9423012733	06/15/2017 05:22:55.249081500
1431	1.1000744104	3.9424452782	06/15/2017 05:22:56.248492860
1432	1.1000701189	3.9425873756	06/15/2017 05:22:57.247841540
1433	1.1000648737	3.9427335262	06/15/2017 05:22:58.247195720
1434	1.1000748873	3.9428846836	06/15/2017 05:22:59.246540640
1435	1.1000699997	3.9430198669	06/15/2017 05:23:00.245881500
1436	1.1000748873	3.9431736469	06/15/2017 05:23:01.245285960
1437	1.1000727415	3.9433166981	06/15/2017 05:23:02.244641520
1438	1.1000701189	3.943459034	06/15/2017 05:23:03.243939900
1439	1.1000733376	3.9436049461	06/15/2017 05:23:04.243281060
1440	1.1000695229	3.9437441826	06/15/2017 05:23:05.242637900
1441	1.1000720263	3.9438958168	06/15/2017 05:23:06.241970820
1442	1.1000733376	3.9440357685	06/15/2017 05:23:07.241331860
1443	1.1000729799	3.9441895485	06/15/2017 05:23:08.240652600
1444	1.1000685692	3.9443356991	06/15/2017 05:23:09.239977240
1445	1.1000691652	3.9444737434	06/15/2017 05:23:10.239345640
1446	1.1000653505	3.9446220398	06/15/2017 05:23:11.238705760
1447	1.100066185	3.9447686672	06/15/2017 05:23:12.238033420
1448	1.100065589	3.9449136257	06/15/2017 05:23:13.237400780
1449	1.1000722647	3.9450643063	06/15/2017 05:23:14.236704800
1450	1.1000697613	3.9452049732	06/15/2017 05:23:15.236124240
1451	1.1000705957	3.9453554153	06/15/2017 05:23:16.235495040
1452	1.1000659466	3.9454956055	06/15/2017 05:23:17.234849480
1453	1.1000686884	3.9456412792	06/15/2017 05:23:18.234204460
1454	1.10006392	3.9457840919	06/15/2017 05:23:19.233570760
1455	1.1000697613	3.9459385872	06/15/2017 05:23:20.232921140
1456	1.1000701189	3.9460763931	06/15/2017 05:23:21.232285620
1457	1.1000702381	3.9462199211	06/15/2017 05:23:22.231658760
1458	1.1000723839	3.9463686943	06/15/2017 05:23:23.231146460
1459	1.1000636816	3.9465105534	06/15/2017 05:23:24.230504000
1460	1.1000626087	3.9466564655	06/15/2017 05:23:25.229855500
1461	1.1000664234	3.9468076229	06/15/2017 05:23:26.229196020
1462	1.1000711918	3.9469544888	06/15/2017 05:23:27.228551860
1463	1.1000704765	3.9471027851	06/15/2017 05:23:28.227887480
1464	1.1000722647	3.9472503662	06/15/2017 05:23:29.227247560
1465	1.1000699997	3.9473910332	06/15/2017 05:23:30.226598720
1466	1.10006845	3.9475300312	06/15/2017 05:23:31.225948720
1467	1.1000721455	3.9476883411	06/15/2017 05:23:32.225253200
1468	1.1000747681	3.9478256702	06/15/2017 05:23:33.224612420
1469	1.1000714302	3.9479725361	06/15/2017 05:23:34.223967380
1470	1.1000721455	3.9481191635	06/15/2017 05:23:35.223298820
1471	1.1000754833	3.9482662678	06/15/2017 05:23:36.222634160
1472	1.1000753641	3.9484069347	06/15/2017 05:23:37.221961820
1473	1.1000732183	3.9485569	06/15/2017 05:23:38.221288940
1474	1.1000734568	3.9487075806	06/15/2017 05:23:39.220651860
1475	1.1000709534	3.9488537312	06/15/2017 05:23:40.220092280
1476	1.100074172	3.9490003586	06/15/2017 05:23:41.219433420
1477	1.1000682116	3.9491510391	06/15/2017 05:23:42.218791000
1478	1.1000722647	3.9492955208	06/15/2017 05:23:43.218167420
1479	1.1000660658	3.949442625	06/15/2017 05:23:44.217508980
1480	1.1000714302	3.9495892525	06/15/2017 05:23:45.216927620
1481	1.1000709534	3.9497358799	06/15/2017 05:23:46.216342680
1482	1.1000722647	3.9498798847	06/15/2017 05:23:47.215732660
1483	1.100069046	3.9500315189	06/15/2017 05:23:48.215108280
1484	1.1000688076	3.9501712322	06/15/2017 05:23:49.214507720
1485	1.1000674963	3.9503207207	06/15/2017 05:23:50.213834580
1486	1.1000663042	3.9504644871	06/15/2017 05:23:51.213209580
1487	1.1000742912	3.9506177902	06/15/2017 05:23:52.212547140
1488	1.1000705957	3.9507541656	06/15/2017 05:23:53.211914800
1489	1.1000760794	3.9509146214	06/15/2017 05:23:54.211465900
1490	1.1000728607	3.9510567188	06/15/2017 05:23:55.210837800
1491	1.1000691652	3.9512031078	06/15/2017 05:23:56.210189880
1492	1.1000722647	3.9513456821	06/15/2017 05:23:57.209532360
1493	1.1000714302	3.9514968395	06/15/2017 05:23:58.208876740
1494	1.1000722647	3.9516496658	06/15/2017 05:23:59.208237400
1495	1.100074172	3.9517912865	06/15/2017 05:24:00.207621580
1496	1.1000738144	3.9519352913	06/15/2017 05:24:01.206999260
1497	1.1000696421	3.9520847797	06/15/2017 05:24:02.206347080
1498	1.1000709534	3.9522292614	06/15/2017 05:24:03.205682920
1499	1.1000698805	3.9523758888	06/15/2017 05:24:04.205036240
1500	1.1000694036	3.9525203705	06/15/2017 05:24:05.204393040
1501	1.1000717878	3.9526736736	06/15/2017 05:24:06.203722560
1502	1.1000711918	3.9528133869	06/15/2017 05:24:07.203087540
1503	1.1000744104	3.9529626369	06/15/2017 05:24:08.202417220
1504	1.1000747681	3.9531092644	06/15/2017 05:24:09.201732780
1505	1.1000709534	3.9532556534	06/15/2017 05:24:10.201083400
1506	1.100070715	3.9534056187	06/15/2017 05:24:11.200448680
1507	1.1000720263	3.9535531998	06/15/2017 05:24:12.199792340
1508	1.1000670195	3.9537038803	06/15/2017 05:24:13.199178300
1509	1.1000739336	3.9538500309	06/15/2017 05:24:14.198521840
1510	1.1000705957	3.9540016651	06/15/2017 05:24:15.197937220
1511	1.1000641584	3.9541461468	06/15/2017 05:24:16.197297500
1512	1.100066185	3.9542911053	06/15/2017 05:24:17.196656800
1513	1.1000680923	3.9544417858	06/15/2017 05:24:18.196014760
1514	1.1000676155	3.9545989037	06/15/2017 05:24:19.195374380
1515	1.1000666618	3.9547426701	06/15/2017 05:24:20.194720340
1516	1.1000651121	3.9548873901	06/15/2017 05:24:21.194083540
1517	1.1000691652	3.9550335407	06/15/2017 05:24:22.193440420
1518	1.1000686884	3.9551839828	06/15/2017 05:24:23.192803140
1519	1.1000698805	3.9553263187	06/15/2017 05:24:24.192193340
1520	1.1000679731	3.9554872513	06/15/2017 05:24:25.191548680
1521	1.1000663042	3.9556250572	06/15/2017 05:24:26.190912200
1522	1.1000629663	3.9557702541	06/15/2017 05:24:27.190297900
1523	1.1000686884	3.955922842	06/15/2017 05:24:28.189653260
1524	1.1000679731	3.9560668468	06/15/2017 05:24:29.189001560
1525	1.100063324	3.9562180042	06/15/2017 05:24:30.188355740
1526	1.1000673771	3.9563641548	06/15/2017 05:24:31.187713360
1527	1.10006845	3.9565138817	06/15/2017 05:24:32.187056020
1528	1.1000704765	3.9566679001	06/15/2017 05:24:33.186404720
1529	1.1000686884	3.9568166733	06/15/2017 05:24:34.185755620
1530	1.1000665426	3.9569518566	06/15/2017 05:24:35.185084780
1531	1.1000671387	3.9571106434	06/15/2017 05:24:36.184427680
1532	1.1000670195	3.9572594166	06/15/2017 05:24:37.183829680
1533	1.1000641584	3.9574055672	06/15/2017 05:24:38.183178420
1534	1.1000691652	3.9575541019	06/15/2017 05:24:39.182551240
1535	1.1000698805	3.9577074051	06/15/2017 05:24:40.181856720
1536	1.1000676155	3.9578495026	06/15/2017 05:24:41.181204860
1537	1.1000648737	3.9579999447	06/15/2017 05:24:42.180545360
