Iteration: 	17768	 current: 	-0.0092170443386	 voltage: 	3.633562088	 time: 	06/15/2017 02:10:10.116592280
Iteration: 	17769	 current: 	1.085537076	 voltage: 	3.7200467587	 time: 	06/15/2017 02:10:11.172103300	 deltatime: 	0	 cap [mAh]	0	 cap total [mAh]	0
Iteration: 	17818	 current: 	1.1000624895	 voltage: 	3.7552230358	 time: 	06/15/2017 02:11:00.126506640	 deltatime: 	0.99935568	 cap [mAh]	0.30537602701	 cap total [mAh]	14.959261948
Iteration: 	17819	 current: 	1.1000702381	 voltage: 	3.7555077076	 time: 	06/15/2017 02:11:01.125842800	 deltatime: 	0.99932022	 cap [mAh]	0.30536734232	 cap total [mAh]	15.26462929
Iteration: 	17820	 current: 	1.1000722647	 voltage: 	3.7557840347	 time: 	06/15/2017 02:11:02.125193160	 deltatime: 	0.9993436	 cap [mAh]	0.30537504923	 cap total [mAh]	15.570004339
Iteration: 	17821	 current: 	1.1000710726	 voltage: 	3.7560641766	 time: 	06/15/2017 02:11:03.124507420	 deltatime: 	0.99933948	 cap [mAh]	0.30537345934	 cap total [mAh]	15.875377799
Iteration: 	17822	 current: 	1.100070715	 voltage: 	3.7563314438	 time: 	06/15/2017 02:11:04.123874820	 deltatime: 	0.99934052	 cap [mAh]	0.30537367787	 cap total [mAh]	16.180751477
Iteration: 	17823	 current: 	1.1000714302	 voltage: 	3.7566018105	 time: 	06/15/2017 02:11:05.123263980	 deltatime: 	0.9994139	 cap [mAh]	0.30539629954	 cap total [mAh]	16.486147776
Iteration: 	17824	 current: 	1.1000759602	 voltage: 	3.7568683624	 time: 	06/15/2017 02:11:06.122605780	 deltatime: 	0.99932522	 cap [mAh]	0.30537045858	 cap total [mAh]	16.791518235
Iteration: 	17825	 current: 	1.1000704765	 voltage: 	3.7571196556	 time: 	06/15/2017 02:11:07.121994660	 deltatime: 	0.9993831	 cap [mAh]	0.30538662307	 cap total [mAh]	17.096904858
Iteration: 	17826	 current: 	1.1000703573	 voltage: 	3.7573778629	 time: 	06/15/2017 02:11:08.121393700	 deltatime: 	0.99942076	 cap [mAh]	0.30539809794	 cap total [mAh]	17.402302956
Iteration: 	17827	 current: 	1.1000714302	 voltage: 	3.7576386929	 time: 	06/15/2017 02:11:09.120792040	 deltatime: 	0.99939276	 cap [mAh]	0.30538983968	 cap total [mAh]	17.707692795
Iteration: 	17828	 current: 	1.1000716686	 voltage: 	3.7578847408	 time: 	06/15/2017 02:11:10.120125520	 deltatime: 	0.9993506	 cap [mAh]	0.3053770228	 cap total [mAh]	18.013069818
Iteration: 	17829	 current: 	1.1000745296	 voltage: 	3.7581350803	 time: 	06/15/2017 02:11:11.119515400	 deltatime: 	0.99936432	 cap [mAh]	0.30538200952	 cap total [mAh]	18.318451828
Iteration: 	17830	 current: 	1.1000699997	 voltage: 	3.7583742142	 time: 	06/15/2017 02:11:12.118871220	 deltatime: 	0.99935394	 cap [mAh]	0.30537758013	 cap total [mAh]	18.623829408
Iteration: 	17831	 current: 	1.1000726223	 voltage: 	3.758617878	 time: 	06/15/2017 02:11:13.118247960	 deltatime: 	0.99936752	 cap [mAh]	0.30538245788	 cap total [mAh]	18.929211866
Iteration: 	17832	 current: 	1.1000753641	 voltage: 	3.7588531971	 time: 	06/15/2017 02:11:14.117612300	 deltatime: 	0.9993688	 cap [mAh]	0.30538361015	 cap total [mAh]	19.234595476
Iteration: 	17833	 current: 	1.1000696421	 voltage: 	3.7590918541	 time: 	06/15/2017 02:11:15.116968900	 deltatime: 	0.99934054	 cap [mAh]	0.30537338615	 cap total [mAh]	19.539968862
Iteration: 	17834	 current: 	1.1000676155	 voltage: 	3.7593188286	 time: 	06/15/2017 02:11:16.116312400	 deltatime: 	0.9993918	 cap [mAh]	0.30538848733	 cap total [mAh]	19.845357349
Iteration: 	17835	 current: 	1.1000753641	 voltage: 	3.7595539093	 time: 	06/15/2017 02:11:17.115688740	 deltatime: 	0.99934824	 cap [mAh]	0.3053773275	 cap total [mAh]	20.150734677
Iteration: 	17836	 current: 	1.1000729799	 voltage: 	3.7597744465	 time: 	06/15/2017 02:11:18.115063820	 deltatime: 	0.99937172	 cap [mAh]	0.30538384058	 cap total [mAh]	20.456118517
Iteration: 	17837	 current: 	1.100073576	 voltage: 	3.7599976063	 time: 	06/15/2017 02:11:19.114671900	 deltatime: 	0.9996043	 cap [mAh]	0.30545507691	 cap total [mAh]	20.761573594
Iteration: 	17838	 current: 	1.1000736952	 voltage: 	3.760226965	 time: 	06/15/2017 02:11:20.114017220	 deltatime: 	0.99936162	 cap [mAh]	0.30538095282	 cap total [mAh]	21.066954547
Iteration: 	17839	 current: 	1.1000750065	 voltage: 	3.7604403496	 time: 	06/15/2017 02:11:21.113399940	 deltatime: 	0.9993814	 cap [mAh]	0.30538736113	 cap total [mAh]	21.372341908
Iteration: 	17840	 current: 	1.1000714302	 voltage: 	3.7606534958	 time: 	06/15/2017 02:11:22.112755600	 deltatime: 	0.99936764	 cap [mAh]	0.30538216362	 cap total [mAh]	21.677724072
Iteration: 	17841	 current: 	1.1000686884	 voltage: 	3.7608668804	 time: 	06/15/2017 02:11:23.112133280	 deltatime: 	0.9993389	 cap [mAh]	0.30537262027	 cap total [mAh]	21.983096692
Iteration: 	17842	 current: 	1.100077033	 voltage: 	3.7610771656	 time: 	06/15/2017 02:11:24.111452200	 deltatime: 	0.999356	 cap [mAh]	0.30538016206	 cap total [mAh]	22.288476854
Iteration: 	17843	 current: 	1.100074172	 voltage: 	3.7612860203	 time: 	06/15/2017 02:11:25.110826800	 deltatime: 	0.99934756	 cap [mAh]	0.30537678879	 cap total [mAh]	22.593853643
Iteration: 	17844	 current: 	1.1000775099	 voltage: 	3.7614958286	 time: 	06/15/2017 02:11:26.110200920	 deltatime: 	0.99938924	 cap [mAh]	0.30539045182	 cap total [mAh]	22.899244095
Iteration: 	17845	 current: 	1.1000702381	 voltage: 	3.7617006302	 time: 	06/15/2017 02:11:27.109560260	 deltatime: 	0.99934796	 cap [mAh]	0.30537581898	 cap total [mAh]	23.204619914
Iteration: 	17846	 current: 	1.1000739336	 voltage: 	3.7619030476	 time: 	06/15/2017 02:11:28.108923040	 deltatime: 	0.99938462	 cap [mAh]	0.30538804725	 cap total [mAh]	23.510007961
Iteration: 	17847	 current: 	1.1000701189	 voltage: 	3.7621011734	 time: 	06/15/2017 02:11:29.108295820	 deltatime: 	0.9993489	 cap [mAh]	0.30537607312	 cap total [mAh]	23.815384034
Iteration: 	17848	 current: 	1.1000739336	 voltage: 	3.7623021603	 time: 	06/15/2017 02:11:30.107627560	 deltatime: 	0.99936152	 cap [mAh]	0.30538098844	 cap total [mAh]	24.120765023
Iteration: 	17849	 current: 	1.1000728607	 voltage: 	3.7624981403	 time: 	06/15/2017 02:11:31.107005840	 deltatime: 	0.99934912	 cap [mAh]	0.30537690147	 cap total [mAh]	24.426141924
Iteration: 	17850	 current: 	1.1000742912	 voltage: 	3.7626850605	 time: 	06/15/2017 02:11:32.106332140	 deltatime: 	0.99934284	 cap [mAh]	0.30537537956	 cap total [mAh]	24.731517304
Iteration: 	17851	 current: 	1.1000666618	 voltage: 	3.7628884315	 time: 	06/15/2017 02:11:33.105675880	 deltatime: 	0.99932458	 cap [mAh]	0.30536768189	 cap total [mAh]	25.036884986
Iteration: 	17852	 current: 	1.1000711918	 voltage: 	3.7630650997	 time: 	06/15/2017 02:11:34.105037100	 deltatime: 	0.99938912	 cap [mAh]	0.30538866119	 cap total [mAh]	25.342273647
Iteration: 	17853	 current: 	1.1000641584	 voltage: 	3.7632648945	 time: 	06/15/2017 02:11:35.104482760	 deltatime: 	0.99941384	 cap [mAh]	0.30539426245	 cap total [mAh]	25.647667909
Iteration: 	17854	 current: 	1.100070715	 voltage: 	3.7634510994	 time: 	06/15/2017 02:11:36.103830260	 deltatime: 	0.99938362	 cap [mAh]	0.30538684816	 cap total [mAh]	25.953054757
Iteration: 	17855	 current: 	1.100069046	 voltage: 	3.7636282444	 time: 	06/15/2017 02:11:37.103223460	 deltatime: 	0.9993655	 cap [mAh]	0.30538084784	 cap total [mAh]	26.258435605
Iteration: 	17856	 current: 	1.1000672579	 voltage: 	3.7638204098	 time: 	06/15/2017 02:11:38.102554120	 deltatime: 	0.9993479	 cap [mAh]	0.30537497334	 cap total [mAh]	26.563810579
Iteration: 	17857	 current: 	1.1000694036	 voltage: 	3.7640092373	 time: 	06/15/2017 02:11:39.101885900	 deltatime: 	0.99934048	 cap [mAh]	0.30537330163	 cap total [mAh]	26.86918388
Iteration: 	17858	 current: 	1.1000686884	 voltage: 	3.7641854286	 time: 	06/15/2017 02:11:40.101239680	 deltatime: 	0.9993483	 cap [mAh]	0.30537549267	 cap total [mAh]	27.174559373
Iteration: 	17859	 current: 	1.1000708342	 voltage: 	3.7643649578	 time: 	06/15/2017 02:11:41.100534860	 deltatime: 	0.99931218	 cap [mAh]	0.30536505096	 cap total [mAh]	27.479924424
Iteration: 	17860	 current: 	1.1000728607	 voltage: 	3.7645435333	 time: 	06/15/2017 02:11:42.099893020	 deltatime: 	0.99931106	 cap [mAh]	0.30536527126	 cap total [mAh]	27.785289695
Iteration: 	17861	 current: 	1.1000782251	 voltage: 	3.7647204399	 time: 	06/15/2017 02:11:43.099242200	 deltatime: 	0.99937132	 cap [mAh]	0.30538517443	 cap total [mAh]	28.09067487
Iteration: 	17862	 current: 	1.1000698805	 voltage: 	3.7648921013	 time: 	06/15/2017 02:11:44.098595920	 deltatime: 	0.99935184	 cap [mAh]	0.30537690533	 cap total [mAh]	28.396051775
Iteration: 	17863	 current: 	1.1000753641	 voltage: 	3.7650647163	 time: 	06/15/2017 02:11:45.097975040	 deltatime: 	0.9993482	 cap [mAh]	0.30537731528	 cap total [mAh]	28.70142909
Iteration: 	17864	 current: 	1.1000691652	 voltage: 	3.7652430534	 time: 	06/15/2017 02:11:46.097321500	 deltatime: 	0.99937536	 cap [mAh]	0.3053838939	 cap total [mAh]	29.006812984
Iteration: 	17865	 current: 	1.1000753641	 voltage: 	3.7654073238	 time: 	06/15/2017 02:11:47.096650660	 deltatime: 	0.99934392	 cap [mAh]	0.30537600741	 cap total [mAh]	29.312188991
Iteration: 	17866	 current: 	1.1000699997	 voltage: 	3.7655775547	 time: 	06/15/2017 02:11:48.095992760	 deltatime: 	0.9993357	 cap [mAh]	0.30537200644	 cap total [mAh]	29.617560998
Iteration: 	17867	 current: 	1.1000685692	 voltage: 	3.7657504082	 time: 	06/15/2017 02:11:49.095333760	 deltatime: 	0.99932166	 cap [mAh]	0.30536731908	 cap total [mAh]	29.922928317
Iteration: 	17868	 current: 	1.1000703573	 voltage: 	3.7659158707	 time: 	06/15/2017 02:11:50.094761020	 deltatime: 	0.99944706	 cap [mAh]	0.30540613456	 cap total [mAh]	30.228334452
Iteration: 	17869	 current: 	1.1000701189	 voltage: 	3.76607728	 time: 	06/15/2017 02:11:51.094065900	 deltatime: 	0.99930474	 cap [mAh]	0.30536257893	 cap total [mAh]	30.53369703
Iteration: 	17870	 current: 	1.1000742912	 voltage: 	3.7662470341	 time: 	06/15/2017 02:11:52.093390740	 deltatime: 	0.99932544	 cap [mAh]	0.30537006253	 cap total [mAh]	30.839067093
Iteration: 	17871	 current: 	1.1000716686	 voltage: 	3.7664089203	 time: 	06/15/2017 02:11:53.092709580	 deltatime: 	0.99933426	 cap [mAh]	0.3053720297	 cap total [mAh]	31.144439123
Iteration: 	17872	 current: 	1.1000742912	 voltage: 	3.7665710449	 time: 	06/15/2017 02:11:54.092056960	 deltatime: 	0.99933292	 cap [mAh]	0.30537234824	 cap total [mAh]	31.449811471
Iteration: 	17873	 current: 	1.1000676155	 voltage: 	3.7667264938	 time: 	06/15/2017 02:11:55.091349220	 deltatime: 	0.99930706	 cap [mAh]	0.30536259296	 cap total [mAh]	31.755174064
Iteration: 	17874	 current: 	1.1000721455	 voltage: 	3.7668926716	 time: 	06/15/2017 02:11:56.090663500	 deltatime: 	0.99930026	 cap [mAh]	0.30536177249	 cap total [mAh]	32.060535836
Iteration: 	17875	 current: 	1.1000688076	 voltage: 	3.7670454979	 time: 	06/15/2017 02:11:57.089991880	 deltatime: 	0.99932306	 cap [mAh]	0.30536781306	 cap total [mAh]	32.365903649
Iteration: 	17876	 current: 	1.1000714302	 voltage: 	3.7672014236	 time: 	06/15/2017 02:11:58.089310900	 deltatime: 	0.99931828	 cap [mAh]	0.30536708042	 cap total [mAh]	32.67127073
Iteration: 	17877	 current: 	1.1000699997	 voltage: 	3.7673535347	 time: 	06/15/2017 02:11:59.088657500	 deltatime: 	0.9993365	 cap [mAh]	0.3053722509	 cap total [mAh]	32.976642981
Iteration: 	17878	 current: 	1.100075841	 voltage: 	3.7675173283	 time: 	06/15/2017 02:12:00.087999640	 deltatime: 	0.99935912	 cap [mAh]	0.30538078454	 cap total [mAh]	33.282023765
Iteration: 	17879	 current: 	1.1000709534	 voltage: 	3.7676765919	 time: 	06/15/2017 02:12:01.087333560	 deltatime: 	0.99932814	 cap [mAh]	0.30536996103	 cap total [mAh]	33.587393726
Iteration: 	17880	 current: 	1.1000696421	 voltage: 	3.7678248882	 time: 	06/15/2017 02:12:02.086659480	 deltatime: 	0.99932888	 cap [mAh]	0.30536982315	 cap total [mAh]	33.892763549
Iteration: 	17881	 current: 	1.1000782251	 voltage: 	3.7679841518	 time: 	06/15/2017 02:12:03.086003780	 deltatime: 	0.99934492	 cap [mAh]	0.30537710719	 cap total [mAh]	34.198140657
Iteration: 	17882	 current: 	1.1000746489	 voltage: 	3.7681324482	 time: 	06/15/2017 02:12:04.085371460	 deltatime: 	0.9993733	 cap [mAh]	0.30538478669	 cap total [mAh]	34.503525443
Iteration: 	17883	 current: 	1.1000722647	 voltage: 	3.7682797909	 time: 	06/15/2017 02:12:05.084701380	 deltatime: 	0.99932012	 cap [mAh]	0.30536787432	 cap total [mAh]	34.808893318
Iteration: 	17884	 current: 	1.1000814438	 voltage: 	3.7684340477	 time: 	06/15/2017 02:12:06.084018000	 deltatime: 	0.9993275	 cap [mAh]	0.3053726775	 cap total [mAh]	35.114265995
Iteration: 	17885	 current: 	1.1000649929	 voltage: 	3.7685813904	 time: 	06/15/2017 02:12:07.083448980	 deltatime: 	0.99934082	 cap [mAh]	0.30537218113	 cap total [mAh]	35.419638176
Iteration: 	17886	 current: 	1.1000701189	 voltage: 	3.768723011	 time: 	06/15/2017 02:12:08.082777000	 deltatime: 	0.99939804	 cap [mAh]	0.30539108908	 cap total [mAh]	35.725029265
Iteration: 	17887	 current: 	1.1000710726	 voltage: 	3.7688720226	 time: 	06/15/2017 02:12:09.082147500	 deltatime: 	0.99938274	 cap [mAh]	0.30538667853	 cap total [mAh]	36.030415944
Iteration: 	17888	 current: 	1.1000717878	 voltage: 	3.7690296173	 time: 	06/15/2017 02:12:10.081460040	 deltatime: 	0.99931318	 cap [mAh]	0.30536562126	 cap total [mAh]	36.335781565
Iteration: 	17889	 current: 	1.1000733376	 voltage: 	3.7691714764	 time: 	06/15/2017 02:12:11.080825020	 deltatime: 	0.99935194	 cap [mAh]	0.30537789556	 cap total [mAh]	36.641159461
Iteration: 	17890	 current: 	1.1000725031	 voltage: 	3.7693114281	 time: 	06/15/2017 02:12:12.080127960	 deltatime: 	0.99932444	 cap [mAh]	0.30536926059	 cap total [mAh]	36.946528721
Iteration: 	17891	 current: 	1.1000721455	 voltage: 	3.7694578171	 time: 	06/15/2017 02:12:13.079504700	 deltatime: 	0.99931942	 cap [mAh]	0.30536762732	 cap total [mAh]	37.251896349
Iteration: 	17892	 current: 	1.1000753641	 voltage: 	3.7696006298	 time: 	06/15/2017 02:12:14.078831700	 deltatime: 	0.99938734	 cap [mAh]	0.30538927554	 cap total [mAh]	37.557285624
Iteration: 	17893	 current: 	1.1000709534	 voltage: 	3.7697463036	 time: 	06/15/2017 02:12:15.078173080	 deltatime: 	0.99933808	 cap [mAh]	0.30537299845	 cap total [mAh]	37.862658623
Iteration: 	17894	 current: 	1.1000699997	 voltage: 	3.7698867321	 time: 	06/15/2017 02:12:16.077509860	 deltatime: 	0.99934374	 cap [mAh]	0.30537446327	 cap total [mAh]	38.168033086
Iteration: 	17895	 current: 	1.1000761986	 voltage: 	3.7700269222	 time: 	06/15/2017 02:12:17.076848760	 deltatime: 	0.99932692	 cap [mAh]	0.30537104425	 cap total [mAh]	38.47340413
Iteration: 	17896	 current: 	1.1000710726	 voltage: 	3.7701675892	 time: 	06/15/2017 02:12:18.076198360	 deltatime: 	0.99936344	 cap [mAh]	0.30538078093	 cap total [mAh]	38.778784911
Iteration: 	17897	 current: 	1.1000689268	 voltage: 	3.7703034878	 time: 	06/15/2017 02:12:19.075580080	 deltatime: 	0.9993658	 cap [mAh]	0.30538090642	 cap total [mAh]	39.084165817
Iteration: 	17898	 current: 	1.1000686884	 voltage: 	3.7704439163	 time: 	06/15/2017 02:12:20.074993660	 deltatime: 	0.99939872	 cap [mAh]	0.30539089975	 cap total [mAh]	39.389556717
Iteration: 	17899	 current: 	1.1000648737	 voltage: 	3.7705836296	 time: 	06/15/2017 02:12:21.074322000	 deltatime: 	0.99934616	 cap [mAh]	0.3053737798	 cap total [mAh]	39.694930497
Iteration: 	17900	 current: 	1.1000645161	 voltage: 	3.7707161903	 time: 	06/15/2017 02:12:22.073652720	 deltatime: 	0.99933902	 cap [mAh]	0.30537149873	 cap total [mAh]	40.000301996
